Gene	WT	YAPKO	YAP_TAZKO
TAS1R3	-4.02291094123934	-3.29852693148202	-3.07189674819564
DVL1	5.82416733390304	5.6886353403204	4.55282136032791
MXRA8	3.27995361763992	2.72618723795283	2.30913809862434
AURKAIP1	6.36714627704294	6.31072463631652	5.2295325958901
CCNL2	5.93719038342533	5.98455815318236	5.75871102096065
MRPL20-AS1	4.0069698688898	4.23646796365313	3.77425009246448
MRPL20	5.54408407303658	5.69546019024174	5.89020027301781
ENSG00000301639	-0.437447765463109	-1.09008844652944	-0.401757603194655
MRPL20-DT	1.24013352771544	0.97653345132151	1.17688975511982
ANKRD65	-1.1812882233868	-1.4062699940662	-1.50236350936403
TMEM88B	1.99354394662444	1.87258380638575	2.20258237090028
LINC01770	1.79364014385665	1.51936256144759	1.4415465448178
VWA1	4.70987267216677	4.94526026973517	4.61656950559449
ATAD3C	-0.632685538072902	-0.880393428544947	-0.332712126728949
ATAD3B	4.7521271180286	4.54721506754067	3.23639023615609
ATAD3A	5.1920652586811	4.97336661284681	3.84855265251298
TMEM240	1.06474517975541	1.02990291128765	0.238730781784644
SSU72	7.21111847754562	7.181784256267	7.32021204366968
SSU72-AS1	-0.031686457001516	-1.02029467452523	-1.9869587818527
FNDC10	5.2291062881644	5.49785506930409	4.94612131941452
ENSG00000286989	-0.174428547346644	0.191610754484757	-0.691991179317273
ENSG00000272106	2.23527933032589	2.29471778530518	2.52990358921648
MIB2	4.33525815960377	4.42093499487328	3.5416513497272
MMP23B	-1.83004316803435	-2.01784711439583	-3.60021758176936
CDK11B	5.58704372416833	5.58426306562938	5.4455974220861
ENSG00000272004	-2.41026319394233	-2.27018156353008	-2.09797180396414
SLC35E2B	6.32716052938014	6.63240486196822	6.38284484846793
ENSG00000310190	-3.20798266034838	-4.00368600395533	-3.64073824172966
ENSG00000310238	1.70528981056788	1.69061800512279	0.0907287739825242
CDK11A	-0.216331658701693	-0.130536979423394	-1.60973790013241
ENSG00000268575	1.04260175679807	1.24776977593161	1.21497563010373
ENSG00000290854	1.06673705624784	1.21367671950556	0.808195955437583
NADK	6.36071935852852	6.453832816725	5.87141884010941
GNB1	9.13420279234535	9.12929986348056	9.17421185143402
GNB1-DT	-2.46230292791476	-1.99034744433937	-1.85913394413386
ENSG00000306476	-3.74024530572103	-4.41115014440081	-4.75336145464846
CALML6	-1.31326444883051	-1.60099929384563	-2.525566603328
TMEM52	3.42469120906126	3.2423884458579	3.03572243834288
CFAP74	-1.76528337297252	-2.08836787815751	-2.27478155362516
ENSG00000233542	-0.218168553016681	-0.562989636963881	-0.0143906058078581
GABRD	1.19791361682724	1.36740538213146	1.12555038977778
ENSG00000304958	-1.91307017589172	-2.6160064653363	-3.91919467447206
PRKCZ-DT	-3.77725574318394	-3.60016367530878	-4.75336145464846
PRKCZ	5.74471389753859	5.40483586048838	5.35640849472173
PRKCZ-AS1	1.39454496359009	0.931810877662191	1.1865432483182
FAAP20	5.49013470869065	5.48655364607702	4.64266685948987
ENSG00000304038	-3.64374309998936	-3.52349514016	-4.44751550804578
SKI	6.57666626376202	6.72044414561988	6.60551901585303
ENSG00000287356	0.930736213992918	0.301918161947949	-0.408829765164553
MORN1	2.31181667438324	2.45385765818166	1.6445200610398
ENSG00000292993	0.205112932115402	0.197732451706782	0.209758998681734
ENSG00000272420	-3.39808790193396	-3.35450847725337	-2.2326139799081
RER1	6.10119729852664	6.09502617539683	5.76370126758044
PEX10	5.22972951862012	5.20397748556879	5.10595816669416
PLCH2	-0.718005167657459	0.00277473982813116	-0.760863256551849
PANK4	4.48067943161469	4.51503297590313	4.35365068462813
ENSG00000272449	-0.0364770548637082	0.0367172348477659	-2.40160064281473
TNFRSF14	-3.36979160273846	-2.18169451578731	-1.6810050829872
PRXL2B	5.93656826192392	5.97652917141039	5.78512044290174
MMEL1	-0.7932351714698	-0.945258600084722	-0.673860034796136
MMEL1-AS1	-3.45363785840378	-3.47536517038161	-2.86255300732462
TTC34	-1.07601992969048	-0.235134456325763	0.000460711749155384
ACTRT2	-4.26856613929474	-4.24934120201073	-3.60021758176936
PRDM16-DT	-3.53160054512854	-1.31309640483589	-3.84587277982476
PRDM16	1.0028497700971	1.47821271908643	0.808611317035316
ARHGEF16	4.57515173670767	4.1820269633803	3.3360508355242
MEGF6	4.98177759421813	4.62869393075649	4.06731661175925
ENSG00000238260	-3.61544680079386	-3.37886296464995	-3.06037767418352
TPRG1L	5.30398980066646	5.0835528511104	4.69485127583654
WRAP73	4.33954804025648	4.41345779469516	3.69267635756387
TP73	2.92422499102944	1.78345244990051	0.708609526219443
GFOD3P	5.87642357960783	5.70303562794211	5.36261146257262
CCDC27	-2.80446033170182	-2.36668376926175	-3.18531672074885
SMIM1	-0.0369281261566811	0.56374509492996	-0.412283269033127
LRRC47	6.57698869102959	7.06512328452273	6.71775950070434
CEP104	4.84605843801621	4.82002934123879	4.67314611164647
DFFB	3.35076214532512	3.12459635600905	2.49990592418018
C1orf174	4.45448997705316	4.69437363917521	4.8166790479602
LINC01134	-1.52651795389556	-1.19665165409322	-1.30125970945663
AJAP1	3.38373922606243	4.65237242729763	4.9770341643693
LINC02782	-3.11542226641565	-3.32682323067752	-4.50770625659305
ENSG00000289893	-2.78128002061747	-3.88282931082709	-3.57192128257385
NPHP4	4.31523517854107	4.67836633061949	4.49736881442611
KCNAB2	3.88707902701912	3.3384284752157	3.02494544415138
CHD5	1.61632885120026	0.96452031032529	-0.0229004091045282
RPL22	7.57042759542972	7.51403307529668	7.45512910353744
RNF207-AS1	-2.12091830734517	-1.68175790906797	-2.43452100020408
RNF207	1.07193002709123	1.02737103613605	1.27738817554844
ICMT	7.88025422821827	8.03412299142726	7.98222100404348
ICMT-DT	2.57793433317121	2.315231284105	1.65786249178191
HES3	4.19047035051893	4.72529136888734	3.19089759230307
GPR153	4.7119696062899	5.65830312932113	5.52591964008029
ACOT7	7.00080808747708	6.8408151525714	6.52269216110967
ENSG00000271746	-3.86110199884926	-3.19269953486329	-2.48338516607465
HES2	-0.45818947700114	0.685701219844467	-1.18673449669594
ESPN	4.45478930578544	4.02364824128453	2.66625776286733
TNFRSF25	2.16321764220001	2.55944455673691	1.75653626441175
PLEKHG5	4.64317772272216	4.49534956199719	3.95128176357282
NOL9	4.51116596006676	4.5990953214485	4.70344568425974
ZBTB48	3.75338022880446	3.64856042105095	3.24662526110072
KLHL21	4.6339223380499	4.48390570059436	3.77399708152341
PHF13	6.18651857872859	6.01698656356011	5.54482780385085
THAP3	3.39336195864203	3.50713929761293	2.71545588927084
DNAJC11	6.80876515473119	6.99986699689064	6.86966299519793
CAMTA1-DT	-0.313078378661052	-1.05737474936971	-0.699289297492823
CAMTA1	5.45162397077606	5.57625264105127	6.16325540018
ENSG00000270171	-2.58710143284193	-2.60239522616678	-2.76093481348182
ENSG00000270035	-3.38091113505393	-2.74148721665839	-3.93452340956345
ENSG00000269978	-1.38866308393557	-0.669990523105529	-1.80927574985581
VAMP3	5.90932082875521	5.87042325656376	6.20204694222847
ENSG00000269925	-3.36979160273846	-4.00368600395533	-3.91919467447206
PER3	3.74898465147463	3.28942407905205	3.94657711700394
PARK7	7.47979692567474	7.53133117790546	7.27472221080177
Y_RNA	1.83758978906123	1.94982405311685	2.06712056981361
ENSG00000284747	-2.22015795235675	-2.1246960692255	-2.08407204020401
ERRFI1	6.33811644144227	6.49322656841425	6.15649815654755
ERRFI1-DT	-4.26856613929474	-4.47996710355662	-4.10024211614757
SLC45A1	1.93624701524295	1.8424952747823	1.07582406955399
RERE	6.56385917457073	6.57101864221079	6.67153359083893
ENO1	11.6014279161457	11.6131284209927	10.9555893534766
ENO1-AS1	-1.65814994285574	0.138880478303081	-1.02099685440359
SLC2A7	-3.49459010766562	-3.88282931082709	-5.11987334583209
SLC2A5	-2.90607852554463	-2.32222129750251	-2.8135856000739
GPR157	2.89051660818684	2.8832815827407	2.053708251991
MIR34AHG	1.29933013663789	2.39939178972983	2.34663445348673
LNCTAM34A	0.933083495514461	1.60270023634198	1.47484205258639
H6PD	5.27412490203281	5.4410480266242	4.99733568872729
SPSB1	3.04806551701364	3.0328932062009	2.33597988841109
LINC02606	-3.15594292637595	-2.13794633802789	-2.75486661502262
SLC25A33	4.08985398012612	4.02734429707321	4.09259125035465
ENSG00000231181	-2.40211217936749	-3.25800627152171	-4.34589731420297
TMEM201	5.15221282453391	5.28573615614188	4.76527297676987
PIK3CD	5.41886404731513	4.72537387759159	4.15192060899099
PIK3CD-AS2	2.53713918055267	2.2309289456204	2.49896403055579
CLSTN1	7.76573124589185	7.86417550009421	7.33107853294655
CTNNBIP1	6.35666641228263	6.29540615135344	5.76628646636962
ENSG00000228150	-2.41026319394233	-2.40369420672466	-1.99468779379248
LZIC	4.45384982482127	4.47226784309747	4.56647240718323
NMNAT1	2.40860662416003	2.45040036312405	1.81986419752259
RN7SKP269	-3.61544680079386	-2.64119839020522	-2.49651631217467
RBP7	1.00227446358481	0.343775361854357	-0.00481912858764443
UBE4B	7.45960121880794	7.54298884471981	7.78481572663289
KIF1B	7.47475425648336	7.38315000428857	7.51525776941764
ENSG00000284642	-3.03508623324771	-2.11865960904159	-1.74906017690491
PGD	9.08926588748068	9.20708611348496	9.1703826433551
ENSG00000271989	-2.62762209280223	-3.72102036843701	-3.28925564705554
CENPS-CORT	-2.67575206258062	-4.65680534245621	-4.27769140766682
CENPS	1.11934353208594	0.869942605424721	1.71731775176217
DFFA	7.13860116357996	6.728716896416	6.51765017188721
PEX14	4.84398072396086	4.97260721335346	4.59496669179488
CASZ1	3.83369719378417	3.24513883728412	2.30292091398764
C1orf127	-1.05095114829408	-3.13671798909194	-4.01485944273139
TARDBP	8.23139977231287	8.10825507737267	8.51281662078041
MASP2	-2.72779179655305	-2.48597719942228	-3.21403560199875
SRM	7.15883266303182	6.89767417786926	6.83344502433476
EXOSC10-AS1	-0.238818795900692	-0.0288509978907787	0.00907306469668218
EXOSC10	6.7578076839382	6.54954735513576	7.03196053569859
MTOR	7.50306444493003	7.26314725553898	7.27598253105172
UBIAD1	5.3045194059101	5.25327580927815	5.21127749193638
ENSG00000302153	-2.97344699460845	-2.17306830517877	-2.35347067303634
DISP3	3.45402291188226	3.52429250054641	3.1368399878441
FBXO2	5.19492138653587	5.20245090815447	4.10815184686209
FBXO44	4.34795509939123	4.39193341306898	3.75880488913339
MAD2L2	7.61815163640446	7.68179861425328	7.08715540467957
FBXO6	-0.231605469438903	-0.65018502331692	-1.81707580557418
DRAXIN	5.86334005763801	6.25209665881196	6.40363473591146
AGTRAP	5.95511244021725	5.9445625164915	4.94251055330282
C1orf167	-0.653548009680728	-1.44127466146014	-2.78923111267732
MTHFR	4.61197902234362	4.79511404325736	4.38109804352776
CLCN6	5.23565708141533	5.53453697712907	5.95051434466183
KIAA2013	5.73268012519273	5.81506322897091	5.40332915831312
PLOD1	6.48439409676048	6.87347166950285	6.40126604197179
MFN2	6.78217103547192	6.91511230509183	6.52096437542148
MIIP	5.54466820245502	5.42000229698041	4.48473825010282
TNFRSF8	4.91755738103147	5.48974527855502	4.91209132796309
TNFRSF1B	2.28139769397306	1.58121648508978	1.61128452895868
VPS13D	5.12407834251122	5.06446827869031	4.99979220709178
SNORA59A	-2.69292882946065	-3.35450847725337	-3.11241740815594
DHRS3	3.18402823763397	1.67782901707514	0.0838688430981851
HNRNPCL1	-3.5472408942577	-1.3261406211279	-0.140764066294474
LRRC38	-1.719280099184	-2.34350345817739	-2.37853945443273
PDPN	6.71299033871217	7.66561747602526	7.94105632231145
ENSG00000295237	-4.02291094123934	-3.37886296464995	-4.6568592489168
PRDM2	4.85647431331898	5.01094521357447	5.38112137557376
KAZN	3.93585359218302	4.6191072723185	4.56148477255033
ENSG00000294586	-3.28440892932227	-0.724476692898194	-0.513779151348102
TMEM51-AS1	0.951202987395553	1.09320466904104	0.83886770409883
TMEM51	3.62142363661328	4.06389202459076	4.11347229179432
FHAD1	1.6271551207866	1.27094150884944	1.66882941216914
EFHD2-AS1	-1.50454415624699	-1.78021822249323	-2.3151964111876
EFHD2	5.23129526413137	5.57943240419365	5.46060691435625
CASP9	4.59507023783068	4.68586637946606	4.27723443603955
DNAJC16	4.8853231875868	4.64591502821066	4.72093245094447
ENSG00000272510	-4.02291094123934	-3.63717411277169	-3.07189674819564
AGMAT	3.0177480525535	2.46288351774936	2.49891901525099
ENSG00000237301	-3.77725574318394	-4.65680534245621	-3.43840863937928
CHCHD2P6	2.22172155955421	2.2355154067777	0.926237335050799
DDI2	5.75452852979233	5.66393068492067	5.73321968761187
PLEKHM2	6.38738477537031	6.26718205316022	5.84415169575598
SLC25A34	-1.56941716268709	-0.66720975151501	-0.662932143671842
TMEM82	0.550154484633047	-0.578810088199305	-1.73583877104707
ENSG00000297277	-3.50176782818217	-2.41872350323417	-3.14071370735145
FBLIM1	6.7609944209444	6.79772907458387	6.50989255090095
SPEN-AS1	2.34140491197376	1.9687799218032	1.88710643925182
UQCRHL	6.11407731467099	6.45254234932832	6.05060248435862
ENSG00000178715	2.82197795703091	2.63475778813242	1.9851696886564
SPEN	6.05317661744292	6.45613822189396	6.79043901281592
ZBTB17	4.06769513227963	4.26385517250436	3.76296649896041
CLCNKA	-0.34917382657405	0.239389400101147	-0.213903869400176
ENSG00000307216	-3.11542226641565	-3.08116803262212	-4.22504062107474
CLCNKB	2.11581567116784	1.55435877111336	1.06034778568581
FAM131C	0.726314183996622	-0.63798882313929	-1.08427448110237
EPHA2	5.26828839473612	5.34261920872675	4.68752935572435
EPHA2-AS1	-3.9819586919775	-3.17767023835378	-2.68571476842503
ARHGEF19	5.88943084163507	4.81069421958517	3.50284212610538
ANO7L1	-2.74847878593047	-4.47996710355662	-4.75336145464846
ENSG00000288398	1.62764251472383	2.25929191666819	1.42741617061159
CPLANE2	1.67173411746691	1.65807548586118	0.253373044187879
ENSG00000293791	-3.45363785840378	-2.89500460283546	-2.99985227124072
FBXO42	5.44404123300044	5.52361868910935	5.40637174401845
SZRD1	7.29910679136803	7.44747043003097	6.96660308653014
RPL22P3	0.721004456280308	1.58496413607413	0.736356973174932
SPATA21	-2.84147076916474	-3.52349514016	-3.92298129519358
NECAP2	5.46915625978588	5.41877602722555	5.22929527177042
CROCCP3	1.57835931094682	1.50340483954524	1.97692382613176
LINC01772	-2.6114559202385	-2.3585327546869	-2.43143335976109
ENSG00000306228	-2.62762209280223	-1.9775721868614	-2.88179150661005
ENSG00000224174	0.941763389738901	-0.515601336590616	-0.539386022383233
LINC01783	-2.515056955887	-1.73297551928935	-2.67453058185469
ENSG00000298308	-0.378593310507771	0.121298686522809	-0.61965791501953
NBPF1	3.85028929578845	4.27698079983809	4.40606091509755
ENSG00000291072	3.31697604780939	3.22268435601019	3.29993684023795
MST1P2	0.87989789918863	-0.831729749875458	-1.25043306729362
ENSG00000280114	-4.55123177481306	-4.24934120201073	-3.18123436731175
ENSG00000290849	4.41485602556446	4.62907909065541	4.19435872757848
ENSG00000296694	-3.13525593699853	-2.23143054069813	-3.1340344562726
ESPNP	-2.19229324246278	-1.65247648354483	-3.88639343978506
CROCC	4.76124224069151	4.74609306052896	3.98241609220531
ENSG00000290850	-3.33278116527554	-3.62451816270535	-2.76605080159296
LINC03126	-0.548072192850373	-0.180641664012132	-0.0235486172485992
ENSG00000238142	1.70619531787472	1.67798572087455	1.49380847165407
MFAP2	6.7140205150802	6.48126194046069	6.53495497707905
ATP13A2	6.90693057510283	6.64048479682889	5.84165635407108
SDHB	5.57932294366217	5.56493893755789	5.64623718257894
PADI2	3.78955587338303	4.03694416029351	4.01378373546562
PADI1	0.127788462424607	-0.67633385214191	-1.81176745670986
PADI3	2.91086053028157	1.09668966117448	1.17369597114034
PADI4	-1.04109632911337	-3.50366146957711	-2.2888105768276
RCC2	9.07797954928854	9.43678073018562	9.26331085226178
ARHGEF10L	5.34909228706831	5.78687546936882	5.12468905638748
ACTL8	0.0983557761884117	0.127235535228102	0.649931380708286
IGSF21	4.52735993813289	3.57403561352035	3.06270407114991
ENSG00000225387	-1.50727945461013	-3.16951922377893	-2.95821777558395
ENSG00000294535	-3.15594292637595	-2.99517430658628	-2.89505850929605
KLHDC7A	5.087631473831	1.65625476112322	0.792077810758496
PAX7	2.16911524913517	-0.0170704277985302	-0.464916869482559
ALDH4A1	6.15354626508716	5.57558811236333	4.28909701345547
IFFO2	3.97610100733553	3.6641171750141	3.28600710823639
ENSG00000272084	-1.66160344672431	-1.7283514610955	-2.15114841399078
UBR4	7.32969973358193	7.34141441304276	7.44037510686691
EMC1-AS1	-0.573211976512796	-0.270939207507585	-0.126560802361224
EMC1	6.43933235419167	6.40093417100603	6.24902731135416
MRTO4	6.00649318776961	5.86221033689618	5.67666267869882
AKR7L	-1.44618192072763	-1.06803394963273	-0.61257779238349
AKR7A3	-1.36386004253759	-1.28766839696706	-1.39096224945581
AKR7A2	5.01960689296946	5.11103442145994	4.66226197194965
SLC66A1	4.13273640335238	4.18462014340143	3.65926621641534
CAPZB	8.54862516017332	8.58290968546302	8.65491095084598
MICOS10	3.18961855206261	3.36032989183745	4.48881014702149
NBL1	2.73936548714689	2.74603280207547	0.961189298411578
ENSG00000226396	0.378765577095949	1.29648097629129	-0.160602899831343
HTR6	2.13563377123893	2.40989232130674	2.33194439590885
TMCO4	2.3833777830206	1.9515868941531	1.20988218250298
OTUD3	4.16749953369534	4.25832400722404	3.98159654344717
PLA2G2A	3.40579103123543	4.60050507266232	5.07208159902487
PLA2G2C	-3.77725574318394	-1.99580748422478	-1.82953163148159
UBXN10	1.23440598674556	2.19784960632178	2.3375956911503
VWA5B1	0.701959696600047	1.88697738953653	2.28588632864378
CAMK2N1	2.42682081106768	3.44797498970981	4.01362370431071
ENSG00000289402	-3.56340706682143	-2.12102857120634	-4.10024211614757
MUL1	5.05941395125199	5.45294301813688	5.03751891161133
FAM43B	1.25690075772159	2.4250185586687	1.69300366468538
CDA	3.12080112425811	3.80724855046847	3.25211950053846
PINK1	5.01106358367302	6.03934522256115	5.22957985624411
PINK1-AS	2.76446738091507	2.96870099335311	2.99028853107758
DDOST	8.57566930258855	8.56054028308882	7.87025289950982
KIF17	3.45400200634944	2.82474743201431	2.47090084154397
SH2D5	4.55895818236552	4.30190583281912	3.70082530381316
HP1BP3	6.71865018748884	6.97899989207495	7.38291638221934
EIF4G3	7.0289556173939	7.10041795769155	7.3990268688561
ECE1	6.77476391867289	6.68364144879224	6.50613288179669
ECE1-AS1	-2.17963729239644	-2.08768563176259	-2.71256257752855
NBPF2P	0.582823568600386	0.690193322880563	0.294396039095073
HS6ST1P1	1.90032028101541	1.45367381018294	1.02397220830722
NBPF3	4.71036224032738	4.74340211544029	4.56928968041192
ALPL	8.30728170822458	7.72583507429979	7.39146454949627
RAP1GAP	4.49487465003296	4.23292879248022	3.3606120958562
USP48	6.74725566440848	6.63055043317782	6.73935096576105
LDLRAD2	-0.637849721915516	0.000405777663377853	-0.232839321273
HSPG2	6.85914397318884	6.0570280857329	5.49293318694045
LINC01635	-2.4749588779811	-3.26980805023211	-3.01170599964836
LINC00339	2.74447671581758	2.40564229800755	2.04581142504897
CDC42	-0.80067189204483	-0.0974798394845276	-0.748757732420423
WNT4	1.1038214695363	-0.267811181213077	-0.178137594510906
ENSG00000285873	-3.61544680079386	-4.00368600395533	-4.75336145464846
ZBTB40	4.42632917468552	4.2355281533767	4.34733530759306
ZBTB40-IT1	-4.02291094123934	-4.41115014440081	-3.966729472953
EPHA8	3.31022106910811	2.81880131408072	2.57549650036997
EPHB2	6.14586508573534	5.8441053735563	5.62016652410774
TEX46	-4.26856613929474	-3.88282931082709	-3.84587277982476
KDM1A	8.92392383892848	8.78838288116742	8.64191992412479
LUZP1	6.55050875883172	5.91088268613057	5.87386980493917
HTR1D	2.12163912031098	1.26761613595346	1.59532668548952
RPL29P6	-1.2739182547011	-2.04467165009534	-3.966729472953
LINC01355	0.32989705386342	0.0262747799289151	0.539856891346858
HNRNPR	8.29825070300739	8.17811980164228	8.50722255602815
ZNF436	2.01676727785571	1.89784262671746	1.93618121043661
ZNF436-AS1	-0.995547644888328	-1.17455910844983	-1.54760019205544
TCEA3	-4.09172790039515	-2.89867210085462	-2.86973072784117
ASAP3	6.1983660444546	5.97351448712833	5.52412350038798
E2F2	3.84357497236195	3.90946963505059	3.57112459187072
ENSG00000235052	-1.10622574337046	-2.08768563176259	-2.2946931987674
ID3	7.19994040454674	6.27721822291215	5.77695731380049
RPL11	9.58332554062208	9.61391818923631	9.60020859482156
ELOA-AS1	1.7674912584741	1.52154274809919	1.70487349662995
ELOA	6.46184962204198	6.29087629847497	6.38092918167656
PITHD1	5.99140303923421	6.17607357313275	5.9051308454598
LYPLA2	6.97115096514238	6.98541680327279	6.04508653222126
GALE	4.50423559774345	4.55805037084399	3.62065514762483
HMGCL	4.77755298870087	4.39393733574039	3.84745123914275
FUCA1	3.89750004585307	3.9691984851628	3.61874267908416
PNRC2	7.39483390096234	7.2025396708279	7.22986747391319
SRSF10	7.72833769113061	7.64111497335026	7.94968009630188
MYOM3	-0.932475144913855	-1.73094194747112	-1.28297550054449
IL22RA1	-0.709881135240453	-1.76822844599038	-2.70919963832069
IFNLR1	3.24355355532041	3.03603694260004	2.80283884088256
GRHL3	0.106876543975286	1.20548245802753	0.931050717958762
STPG1	4.11521830976653	4.31977467265468	4.31517136554825
NIPAL3	3.75231932420194	4.03515978842661	3.79490922526087
NCMAP-DT	-1.74970713486642	-1.5717958191833	-2.41512730984124
RCAN3	4.95569741438979	5.11969227253863	5.02917818641843
NCMAP	-0.701849243367965	-1.86851727244356	-3.1683989539273
SRRM1	7.74384648476121	7.5621916974983	7.93487196028022
CLIC4	9.09970475187215	9.14748627218789	9.1401555052765
RUNX3	0.766868504035555	0.646517519766218	0.134176128435144
SYF2	5.0950536272328	5.32683049441101	5.5709704389071
ENSG00000284657	-1.48636753616081	-0.886411789105095	-0.807231517544417
RSRP1	3.70985768826232	3.96825107886273	3.92894574721346
ENSG00000272432	-2.84147076916474	-2.34350345817739	-2.56340958520481
ENSG00000261349	-1.92192131557216	-2.16041235511243	-2.09431055594671
RHD	-4.79688697286846	-3.47536517038161	-1.0687446279791
ENSG00000309241	-3.49459010766562	-2.42383949134532	-2.37124261121382
SDHDP6	-2.56392112175757	-2.48403023989259	-3.19275344132387
TMEM50A	6.78230057832135	6.99302683417746	7.22124971826674
RHCE	-2.06749473753562	-1.11230539910182	-1.71170049481134
ENSG00000238084	2.05419775682267	2.11676536975099	1.03617461157121
MACO1	4.6086028504295	4.84459226765277	5.16138055402133
LDLRAP1	4.68827587054833	4.79867835593807	4.6810225129046
MAN1C1	4.09613940645513	4.48955052958521	4.31597241916446
SELENON	7.99291608098613	7.98429015868523	7.86769005060041
ENSG00000228172	-2.69292882946065	-2.54396198838138	-2.7459055169723
MTFR1L	4.80597846437629	5.03265164350622	4.98971931756834
AUNIP	4.6662834715738	4.6795065511558	4.56027117296858
ENSG00000236528	-2.20091945307132	-3.78632710509543	-4.26205105853765
PAQR7	3.14718973571609	3.2801455116317	2.71554584562499
STMN1	9.17225482862989	9.14607147682676	9.38472025039438
PAFAH2	4.44626382138787	4.21114615093828	3.91033673627489
EXTL1	0.838083991292909	0.927710031489528	0.108859844024045
PDIK1L	2.02914298231739	2.23068454082306	2.50818147940325
FAM110D	-0.281277810098662	0.28396861185045	-0.0426621104644491
ZNF593	3.7615068528664	3.99501977778769	3.69535732527628
CNKSR1	3.74042008762579	2.11966314972811	1.17083146716089
CATSPER4	-0.741952906993554	-3.54067190704003	-4.69317070610118
ZPLD2P	1.10352369266834	0.603285655791829	0.00514464777731088
ENSG00000306815	-1.68467679643213	-2.20331156390396	-2.51345110239851
CEP85	5.94446171619285	5.84820455918874	5.51135840875631
SH3BGRL3	6.43899715254876	6.49539916446629	7.00906171696968
UBXN11	3.19644064134532	3.51972216674566	3.14607630966274
CD52	0.917437883104685	0.622843873026725	0.495905085240305
CRYBG2	4.41528665439672	3.28172730759791	2.40493215379549
LIN28A	10.7788910755148	10.1258900159747	9.96148155513355
DHDDS-AS1	-1.64306049043974	-1.28676508917019	-0.662776519432965
DHDDS	5.40252417656255	5.198264271806	5.06709688006014
HMGN2	7.93870879568584	7.92964558679904	8.0020714452914
ENSG00000294798	-1.74970713486642	-3.10885327919797	-2.50262366536008
RPS6KA1	6.34950904593097	6.32857707466254	5.8936347251009
ENSG00000260063	-1.14282929583189	-1.74787673769495	-0.827637085313729
ARID1A	7.24029321045468	7.30407386459268	7.69435655522729
PIGV	4.32319417285678	4.00772910480511	3.59103252779192
ZDHHC18	5.70559278748744	5.58837146388954	4.83179946836899
SFN	2.84447718794389	2.18578487498355	1.07672399532467
GPN2	4.63659939779438	4.5350442876949	4.42637772769214
ENSG00000289554	-1.56424268535829	-1.67919993310616	-1.86657728475815
GPATCH3	4.17817927585302	4.10280431193371	3.54459488682874
NUDC	7.40966535338577	7.42345687516056	7.13181093186797
KDF1	4.20709588626388	3.11992306230327	1.55639102711775
