ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
BP	GO:0022900	electron transport chain	119	0.535869371021649	1.96170580313881	6.2840878502568e-07	0.000448226847937408	0.000430144309979779	7285	tags=57%, list=31%, signal=40%	MTCO2P12/MT-ND3/DNAJC15/NDUFB1/PINK1/NDUFA3/NDUFA1/CHCHD2/COX7B/MT-CYB/COX6B1/MT-CO2/DHRS2/COX5B/PPARGC1A/AIFM2/NDUFB4/MT-CO3/NDUFA8/UQCR10/NDUFB3/NDUFA2/NDUFA7/ETFB/NDUFS5/UQCRFS1P1/NDUFB2/GBA1/SNCA/MT-ND2/COX6C/MT-ND4L/NDUFB7/NDUFS6/MT-ND4/UQCRB/NDUFS3/SLC25A51/SDHA/NDUFA12/NDUFA5/UQCRH/NDUFS4/MT-ND1/COX5A/NDUFC1/UQCRHL/COX7A2/NDUFB8/NDUFA6/COA6/NDUFA4/NDUFB10/MT-ND5/GHITM/COX8C/ISCU/NDUFB9/COQ9/ETFRF1/MT-CO1/NDUFAB1/COX8A/NDUFV3/NDUFAF1/NDUFV1/SDHC/NDUFA9
BP	GO:0021510	spinal cord development	84	0.576903138478462	2.01108558950642	8.56804847874599e-07	0.000560207569702009	0.000537607462881316	2361	tags=27%, list=10%, signal=25%	OLIG3/GDF7/ASCL1/NEUROG3/OLIG2/NEFL/SOX1/PHOX2A/TAL1/PROX1/DLL1/GDNF/MDGA2/DBX1/GATA2/NOG/ISL2/LHX1/DLL4/LMO4/FOXB1/DAAM2/PBX3
CC	GO:0043292	contractile muscle fiber	210	-0.484030292592606	-1.83917097198625	1.06359067598322e-06	0.000641917880289567	0.000616021385045182	3587	tags=26%, list=15%, signal=22%	TMOD1/TNNC2/TNNT1/FBXO32/JPH1/LMAN1/SYNC/LDB3/LMOD1/DES/SCN5A/MYOZ1/PARVB/SYNPO2/FHOD3/MYOM3/MYH11/MYZAP/MYOD1/PDLIM2/TNNI3/AHNAK/TRIM54/PDE4B/SYNPO/HRC/TPM1/MYH6/MYBPC2/CACNA1D/SLC4A1/MYL11/ACTC1/PDLIM1/ASB2/FBP2/JPH2/KRT19/RYR2/NEBL/MYL4/SMTNL1/TNNI1/UNC45B/TNNC1/PDLIM3/IDO1/STYXL2/MYL3/CRYAB/MYH2/TTN/ACTA1/MYL9
CC	GO:0030016	myofibril	200	-0.486068259065179	-1.83939247542753	1.51730280474355e-06	0.000850339843286995	0.000816035109949673	3587	tags=26%, list=15%, signal=22%	TMOD1/TNNC2/TNNT1/FBXO32/JPH1/LMAN1/SYNC/LDB3/LMOD1/DES/SCN5A/MYOZ1/PARVB/SYNPO2/FHOD3/MYOM3/MYZAP/MYOD1/PDLIM2/TNNI3/AHNAK/TRIM54/PDE4B/SYNPO/HRC/TPM1/MYH6/MYBPC2/CACNA1D/SLC4A1/ACTC1/PDLIM1/ASB2/FBP2/JPH2/KRT19/RYR2/NEBL/MYL4/SMTNL1/TNNI1/UNC45B/TNNC1/PDLIM3/STYXL2/MYL3/CRYAB/MYH2/TTN/ACTA1/MYL9
MF	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	230	0.43445282872176	1.73955165760745	1.7658905995271e-06	0.000923678509592641	0.000886415119888936	2499	tags=19%, list=10%, signal=17%	MYT1L/NKX3-2/HMX1/NKX6-1/ASCL1/FOXP2/NEUROG3/TBX15/SCRT1/ESX1/ZEB1/ZFHX3/PROX1/INSM1/SNAI2/TBX3/IRX1/MSC/ZNF536/SAMD11/LEF1/HIC1/HEY2/CEBPB/ASCL2/PPARG/IRX2/ZBTB16/BHLHE41/HES2/NANOG/FOXD3/HEY1/SKIL/FOXP4/TRPS1/TFAP2C/NR3C1/POU4F1/ZBTB33/ETS2/OVOL1/ATF3
MF	GO:0001217	DNA-binding transcription repressor activity	238	0.427951322474504	1.71949217762715	3.04194492168084e-06	0.00149169374096924	0.00143151526478836	2573	tags=18%, list=11%, signal=17%	MYT1L/NKX3-2/HMX1/NKX6-1/ASCL1/FOXP2/NEUROG3/TBX15/SCRT1/ESX1/ZEB1/ZFHX3/PROX1/INSM1/SNAI2/TBX3/IRX1/MSC/ZNF536/SAMD11/LEF1/HIC1/HEY2/CEBPB/ASCL2/PPARG/IRX2/ZBTB16/BHLHE41/HES2/NANOG/FOXD3/HEY1/SKIL/FOXP4/TRPS1/TFAP2C/NR3C1/POU4F1/ZBTB33/ETS2/OVOL1/ATF3/SMAD3
BP	GO:0021548	pons development	10	0.918631729675243	2.02539799736125	4.10525323624753e-06	0.00189469511127048	0.00181825860054976	420	tags=40%, list=2%, signal=39%	HOXB1/ASCL1/PHOX2A/CDK5R2
BP	GO:0021515	cell differentiation in spinal cord	38	0.701890543177324	2.12483433338661	4.6638273823062e-06	0.00203291053564302	0.00195089808570972	1765	tags=37%, list=7%, signal=34%	OLIG3/GDF7/ASCL1/OLIG2/SOX1/PHOX2A/TAL1/MDGA2/DBX1/GATA2/ISL2/LHX1/DLL4/LMO4
MF	GO:0015453	oxidoreduction-driven active transmembrane transporter activity	66	0.605477054112342	2.05293531912857	5.72565421332743e-06	0.00204197649808032	0.00195959830564264	7779	tags=76%, list=33%, signal=51%	MTCO2P12/MT-ND3/NDUFB1/NDUFA3/NDUFA1/COX7B/MT-CYB/COX6B1/MT-CO2/COX5B/NDUFB4/MT-CO3/NDUFA8/UQCR10/NDUFB3/NNT/NDUFA2/NDUFA7/NDUFS5/UQCRFS1P1/NDUFB2/MT-ND2/MT-ND4L/NDUFB7/NDUFS6/MT-ND4/NDUFS3/NDUFA12/NDUFA5/UQCRH/NDUFS4/MT-ND1/COX5A/NDUFC1/NDUFB8/NDUFA6/NDUFA4/NDUFB10/MT-ND5/CYB5A/NDUFB9/MT-CO1/COX8A/NDUFV3/NDUFV1/NDUFA9/NDUFB5/NDUFB6/UQCRFS1/NDUFS2
BP	GO:0048663	neuron fate commitment	49	0.652285495171839	2.0507811013463	4.94667996257325e-06	0.00204197649808032	0.00195959830564264	2230	tags=43%, list=9%, signal=39%	MYT1L/OLIG3/ASCL1/OLIG2/SOX1/NFIA/OLIG1/PROX1/DLL1/POU3F2/DBX1/GATA2/EYA1/SOX9/ISL2/EPOP/DLL4/FOXA1/LMO4/BCL11B/POU4F1
BP	GO:0071621	granulocyte chemotaxis	80	-0.596560046221858	-1.97372250454081	5.23782151642704e-06	0.00204197649808032	0.00195959830564264	3086	tags=32%, list=13%, signal=28%	BST1/DAPK2/PIK3CD/LGALS3/CXCL6/TRPV4/ITGA1/JAML/ITGB2/C5AR2/THBS1/CMKLR1/PDE4B/EDN3/THBS4/DPEP1/CD74/S100A14/ANXA1/EDN1/CCL26/CXCL5/SCG2/CCL25/VAV1/RIPOR2
BP	GO:0097530	granulocyte migration	101	-0.561010788162177	-1.93555838377572	5.63866693633166e-06	0.00204197649808032	0.00195959830564264	3086	tags=31%, list=13%, signal=27%	BST1/DAPK2/PIK3CD/LGALS3/CXCL6/TRPV4/ITGA1/JAML/ITGB2/C5AR2/ADAM8/THBS1/CMKLR1/PDE4B/EDN3/THBS4/XG/PTGER4/DPEP1/CD74/S100A14/ANXA1/EDN1/CCL26/CXCL5/SCG2/CCL25/PRTN3/VAV1/RIPOR2/CD300A
CC	GO:0031674	I band	126	-0.52556339946924	-1.87453153443535	7.13197748222279e-06	0.00243293457937043	0.0023347842073382	3394	tags=27%, list=14%, signal=23%	FBXO32/JPH1/SYNC/LDB3/DES/SCN5A/MYOZ1/PARVB/SYNPO2/FHOD3/MYZAP/PDLIM2/TRIM54/PDE4B/SYNPO/HRC/MYH6/CACNA1D/SLC4A1/ACTC1/PDLIM1/ASB2/FBP2/JPH2/KRT19/RYR2/NEBL/SMTNL1/UNC45B/PDLIM3/MYL3/CRYAB/TTN/MYL9
BP	GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	154	-0.49947992342901	-1.8317314872676	9.77790482201966e-06	0.00319656005139859	0.00306760321017134	1773	tags=26%, list=7%, signal=24%	PCDH18/CDH3/PCDHA13/CDH17/DSG3/PCDHGA1/PCDHGB1/CEACAM1/PCDHB15/ROBO4/PCDHGA11/PCDHB3/CDH22/CDH5/DSG1/PCDHGA8/PCDHB13/PCDHB7/PCDHGB4/PCDHB9/PCDH10/PCDHGB5/PCDH7/FAT2/PCDHGB7/PCDHGA10/PCDHB18P/CDH18/CDH13/PCDHA10/MPZL2/CDH15/PCDHB16/PCDHB8/PCDHB12/PCDHA9/PCDHA7/CNTN2/PCDHB5/PCDHA6
MF	GO:0004867	serine-type endopeptidase inhibitor activity	52	-0.661900896996847	-2.0322044011781	1.02676146721289e-05	0.00322238818870092	0.00309238937893633	4811	tags=58%, list=20%, signal=46%	RECK/ITIH4/TFPI2/AMBP/ITIH5/SPINT1/SERPINF1/SERPINE2/SPOCK1/SPINT2/SPINK1/WFDC3/SERPINB9/WFDC2/ANXA2/TFPI/COL6A3/SERPINE1/COL28A1/HMSD/SERPINE3/WFIKKN1/PAPLN/SPINK5/SERPINA5/AGT/SERPINF2/WFIKKN2/WFDC1/A2M
BP	GO:0021953	central nervous system neuron differentiation	179	0.44224681687474	1.71543901272804	1.29112537550725e-05	0.00389621911393457	0.0037390363607301	3190	tags=25%, list=13%, signal=22%	OLIG3/NKX6-1/GDF7/SKOR2/ASCL1/OLIG2/SOX1/PHOX2A/GBX2/NPY/TAL1/PROX1/ELAVL4/BRINP3/WNT7A/MDGA2/DRD1/WNT5A/DBX1/WNT3/AGBL4/GATA2/NTRK2/EPHB3/ISL2/ROBO2/RORB/LHX1/DLL4/LMO4/TUBA1A/BCL11B/NDNF/B2M/PLXNA4/ERBB4/POU4F1/FZD1/MAPT/ZSWIM6/CDK5/GRID2/GBX1/SFRP2/WDR47
CC	GO:0030018	Z disc	114	-0.533185871829598	-1.87894594011802	1.54663307941431e-05	0.00449440116336469	0.00431308632243686	3394	tags=27%, list=14%, signal=23%	FBXO32/JPH1/SYNC/LDB3/DES/SCN5A/MYOZ1/PARVB/SYNPO2/FHOD3/MYZAP/PDLIM2/TRIM54/PDE4B/SYNPO/HRC/MYH6/CACNA1D/SLC4A1/PDLIM1/ASB2/FBP2/JPH2/KRT19/RYR2/NEBL/UNC45B/PDLIM3/CRYAB/TTN/MYL9
CC	GO:0032432	actin filament bundle	88	-0.576700553389187	-1.9519751320542	1.69876520174409e-05	0.00476018277603005	0.00456814567220883	2548	tags=24%, list=11%, signal=21%	LUZP1/LDB3/SYNPO2/GAS2L2/PDLIM2/MST1R/LIMCH1/SYNPO/TPM1/MYH6/ABLIM3/PDLIM1/ASB2/FAM107A/VIL1/NEBL/PDLIM3/CRYAB/ACTA1/MYL9/TEK
MF	GO:0001216	DNA-binding transcription activator activity	391	0.357635712217399	1.50589158757992	2.22298811000245e-05	0.00601433265899282	0.005771700163647	2637	tags=18%, list=11%, signal=16%	TBX5/TLX1/RFX4/HOXB1/PAX5/PAX8/ONECUT1/NEUROG3/HOXC4/SOX1/NFIA/PHOX2A/GBX2/IRX4/ESR1/MESP1/MAFB/RUNX1/MECOM/TBX3/FOXC1/MEF2C/ALX1/POU3F2/NR5A2/IRX6/FOSL1/LEF1/MEIS1/FOXF2/BARX2/VENTX/CEBPB/ASCL2/TFAP2E/MEF2B/PPARG/GATA2/KLF4/ZBTB16/SOX9/ETV5/GRHL3/ETV4/DDIT3/ERG/ZIC3/RORB/GATA4/NFATC1/MAFA/FOXA1/NKRF/BCL11B/TFAP2C/NR3C1/TP63/FOXL2/SATB2/MIXL1/POU4F1/PBX3/DMRT1/FOS/ZNF300/JUND/ATF3/MYF6/CSRNP3/SMAD3/ESRRB
CC	GO:0062023	collagen-containing extracellular matrix	332	-0.401809958267665	-1.5982595070668	3.55485065387173e-05	0.00899721233234762	0.00863424337084703	2768	tags=26%, list=12%, signal=23%	LGALS3/HPX/TNXB/SERPINB9/GPC3/COL14A1/COL16A1/GPC4/SPARC/ANXA8/COL6A6/ANXA2P2/SBSPON/SSC5D/ADAMTS20/LAMB2/ADAMTSL4/HSPG2/BCAM/SEMA3B/NID2/ANXA2/ITGB4/ENTPD2/AHSG/THSD4/CFP/HAPLN3/COLEC12/COL6A3/COL18A1/BGN/SERPINE1/THBS1/COL28A1/COL9A3/SDC2/COL5A2/LEFTY2/CTSZ/THBS4/BCAN/MMP9/TGM2/SFRP1/MFAP5/MATN3/LAMB3/CTHRC1/COL12A1/PCOLCE/VWA2/CCDC80/LAD1/ADAMTS4/COL8A2/PODNL1/SMOC1/APOA1/PDGFB/SERPINA5/F7/AZGP1/GREM1/PRELP/AGT/SERPINF2/ANGPT4/COL15A1/WNT2B/MATN4/ANXA1/CCN3/SPN/TNC/CDH13/A2M/VWF/ZP3/PRTN3/F13A1/CCN1/COL1A1/LRRC15/SOST/S100A6/CCN2
MF	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	385	0.362936661257876	1.52850558484986	3.45764072909547e-05	0.00899721233234762	0.00863424337084703	2637	tags=18%, list=11%, signal=17%	TBX5/TLX1/RFX4/HOXB1/PAX5/PAX8/ONECUT1/NEUROG3/HOXC4/SOX1/NFIA/PHOX2A/GBX2/IRX4/ESR1/MESP1/MAFB/RUNX1/MECOM/TBX3/FOXC1/MEF2C/ALX1/POU3F2/NR5A2/IRX6/FOSL1/LEF1/MEIS1/FOXF2/BARX2/VENTX/CEBPB/ASCL2/TFAP2E/MEF2B/PPARG/GATA2/KLF4/ZBTB16/SOX9/ETV5/GRHL3/ETV4/DDIT3/ERG/ZIC3/RORB/GATA4/NFATC1/MAFA/FOXA1/NKRF/BCL11B/TFAP2C/NR3C1/TP63/FOXL2/SATB2/MIXL1/POU4F1/PBX3/DMRT1/FOS/ZNF300/JUND/ATF3/MYF6/CSRNP3/SMAD3/ESRRB
BP	GO:0021517	ventral spinal cord development	35	0.67623369440472	2.00790647965313	3.68302426831089e-05	0.00901297615478627	0.00864937124316597	1765	tags=34%, list=7%, signal=32%	OLIG3/ASCL1/OLIG2/SOX1/PHOX2A/MDGA2/DBX1/GATA2/ISL2/LHX1/DLL4/LMO4
CC	GO:0098803	respiratory chain complex	102	0.51499919316558	1.85008830232468	3.79082606561237e-05	0.00901297615478627	0.00864937124316597	6035	tags=54%, list=25%, signal=40%	MTCO2P12/MT-ND3/NDUFB1/ATP5ME/NDUFA3/MT-ATP8/NDUFA1/COX7B/MT-CYB/COX6B1/MT-CO2/COX5B/NDUFB4/MT-CO3/ATP5PD/NDUFA8/UQCR10/NDUFB3/NNT/NDUFA2/NDUFA7/ATP5MJ/NDUFS5/UQCRFS1P1/ATP5MK/NDUFB2/MT-ND2/COX6C/MT-ND4L/NDUFB7/NDUFS6/MT-ND4/UQCRB/ATP5MF/NDUFS3/ATP5MC1/SDHA/NDUFA12/NDUFA5/UQCRH/NDUFS4/NDUFB11/MT-ND1/COX5A/NDUFC1/UQCRHL/COX7A2/NDUFB8/ATP5PF/NDUFA6/NDUFA4/MT-ATP6/NDUFB10/MT-ND5/COX8C
BP	GO:0048665	neuron fate specification	24	0.734508042698513	2.02544248877122	5.10570374429136e-05	0.0107641935463022	0.0103299403566953	2230	tags=58%, list=9%, signal=53%	MYT1L/OLIG3/ASCL1/SOX1/NFIA/DLL1/POU3F2/DBX1/EYA1/SOX9/ISL2/FOXA1/LMO4/POU4F1
BP	GO:0002920	regulation of humoral immune response	26	-0.744074577376986	-1.98562137651229	5.02495145245634e-05	0.0107641935463022	0.0103299403566953	2971	tags=46%, list=12%, signal=40%	CR2/HPX/SPNS2/EVPL/FOXJ1/C3/SPINK5/SUSD4/A2M/ZP3/KLK7/KLK5
CC	GO:0001725	stress fiber	79	-0.566346591907344	-1.86522156111601	5.21334890083463e-05	0.0107641935463022	0.0103299403566953	3116	tags=24%, list=13%, signal=21%	LUZP1/LDB3/SYNPO2/GAS2L2/PDLIM2/MST1R/LIMCH1/SYNPO/TPM1/MYH6/ABLIM3/PDLIM1/ASB2/FAM107A/NEBL/PDLIM3/ACTA1/MYL9/TEK
CC	GO:0097517	contractile actin filament bundle	79	-0.566346591907344	-1.86522156111601	5.21334890083463e-05	0.0107641935463022	0.0103299403566953	3116	tags=24%, list=13%, signal=21%	LUZP1/LDB3/SYNPO2/GAS2L2/PDLIM2/MST1R/LIMCH1/SYNPO/TPM1/MYH6/ABLIM3/PDLIM1/ASB2/FAM107A/NEBL/PDLIM3/ACTA1/MYL9/TEK
BP	GO:0009142	nucleoside triphosphate biosynthetic process	121	0.48016107127453	1.75977464129222	4.78145085961442e-05	0.0107641935463022	0.0103299403566953	6111	tags=48%, list=26%, signal=36%	NME9/MT-ND3/ADCY10/NDUFB1/ATP5ME/PINK1/NDUFA3/MT-ATP8/NDUFA1/NME5/ATP5F1EP2/NDUFB4/TGFB1/ATP5PD/CMPK2/NDUFA8/NDUFB3/NDUFA2/NDUFA7/ATP5IF1/PID1/ATP5MJ/ATP5MC2/TMSB4X/NDUFS5/ATP5MK/NDUFB2/MT-ND2/AK4/MT-ND4L/NDUFB7/NDUFS6/MT-ND4/ATP5MC3/ATP5MF/NDUFS3/VPS9D1/ATP5MC1/SDHA/TYMS/NDUFA12/NDUFA5/ATPSCKMT/NDUFS4/NDUFB11/NME2P1/MT-ND1/NME6/NDUFC1/UCKL1/NDUFB8/ATP5PF/PARP1/NDUFA6/MT-ATP6/NDUFB10/MT-ND5/ANTKMT
