ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
CC	GO:0005840	ribosome	223	-0.649838361823225	-2.85116838082451	1e-10	9.09688581314879e-10	2.93085655314758e-10	5047	tags=72%, list=20%, signal=58%	DHX29/ASCC2/MRPL39/LTN1/MRPS14/MRPS18C/MRPL13/MRPS18B/GADD45GIP1/MRPS22/DNAJC21/RPL9/MRPL24/MRPL44/MRPL10/MRPL30/MRPL17/ZCCHC17/MRPS11/MRPL50/MRPS18A/MRPS23/RNF14/MRPL35/MRPL4/PNPT1/MRPL20/MRPS33/MRPS34/MRPL11/MRPL15/MRPS10/LARP4/RPL7L1/MRPL34/MRPL45/EIF2AK4/MRPS15/NEMF/MRPS7/MRPL19/MRPL32/MRPS9/MRPS2/MRPL49/RPS27L/MRPS16/FUBP3/MRPL47/MRPL57/PTCD3/RPL18A/MRPS30/FAU/HBS1L/MRPL18/MRPS27/MRPS35/MRPL3/SRP68/MRPL9/RRBP1/RNF10/METAP1/GCN1/ASCC3/MRPL42/EIF2A/RPS7/EIF2AK2/RPS27/SERP1/MRPL51/RPL7/RPS15/RPL26/NUFIP2/RSL24D1/DAP3/MRPS21/MRPL37/RPL22/RPL23A/RPL36AL/ABCE1/RPS3A/RBM3/FXR1/ETF1/USP10/RPS15A/SF1/EIF4G1/RPSA2/RPS21/RPL13/RPL29/GSPT1/RPS12/RPL6/RPL36/RPL41/RPS9/RPLP1/RPL34/RPLP0P6/RPS27A/RPL18/RPL31/RPL12/RPL13A/RPL27A/RPL24/RPL7A/RPS13/RPS19/RPS14/RPL10A/RPS5/RPL35A/RPLP2/RPL10/APEX1/RPS18/UBA52/RPL35/DDX3X/CALR/RPL14/RPL32/RPS16/RPSA/RPL8/RPL38/RPS8/RPL5/RPS25/RPL23/RPL11/RPL27/RPLP0/RPS29/RPL19/RPL28/RPS3/RPL3/RPL37A/RPL37/RPS20/RACK1/RPL15/RPL30/EEF2/RPL4/RPS6/RPS2/RPS11/RPS24/RPS23/RPS4X/EEF1A1
BP	GO:0042773	ATP synthesis coupled electron transport	94	-0.686165362359987	-2.82089444935938	1e-10	9.09688581314879e-10	2.93085655314758e-10	5747	tags=83%, list=23%, signal=64%	COQ9/SNCA/COA6/NDUFB7/NDUFB8/COX6A1/NDUFB3/NDUFA8/SDHB/NDUFB5/NDUFC1/UQCRQ/NDUFV1/UQCRHL/NDUFS3/NDUFB2/NDUFA2/SDHD/DNAJC15/NDUFS4/NDUFA10/NDUFS8/NDUFC2/PINK1/NDUFB9/NDUFV3/COX7A2L/NDUFAB1/ISCU/NDUFS1/DGUOK/NDUFA12/NDUFA5/SDHC/DLD/CDK1/PARK7/UQCRC1/NDUFB10/NDUFS6/NDUFA6/UQCRFS1/COX7B/COX8A/NDUFS2/UQCRC2/NDUFA3/CYC1/UQCR10/NDUFA1/GHITM/COX5B/COX6B1/NDUFA4/COX7A2/NDUFB1/CCNB1/COX6C/UQCRH/NDUFS5/COX4I1/COX5A/CHCHD2/CYCS/NDUFB4/UQCRB/COX7C/MTCO2P12/MT-ND4L/MT-ND1/MT-ND5/MT-CYB/MT-ND3/MT-ND2/MT-ND4/MT-CO2/MT-CO3/MT-CO1
BP	GO:0042775	mitochondrial ATP synthesis coupled electron transport	94	-0.686165362359987	-2.82089444935938	1e-10	9.09688581314879e-10	2.93085655314758e-10	5747	tags=83%, list=23%, signal=64%	COQ9/SNCA/COA6/NDUFB7/NDUFB8/COX6A1/NDUFB3/NDUFA8/SDHB/NDUFB5/NDUFC1/UQCRQ/NDUFV1/UQCRHL/NDUFS3/NDUFB2/NDUFA2/SDHD/DNAJC15/NDUFS4/NDUFA10/NDUFS8/NDUFC2/PINK1/NDUFB9/NDUFV3/COX7A2L/NDUFAB1/ISCU/NDUFS1/DGUOK/NDUFA12/NDUFA5/SDHC/DLD/CDK1/PARK7/UQCRC1/NDUFB10/NDUFS6/NDUFA6/UQCRFS1/COX7B/COX8A/NDUFS2/UQCRC2/NDUFA3/CYC1/UQCR10/NDUFA1/GHITM/COX5B/COX6B1/NDUFA4/COX7A2/NDUFB1/CCNB1/COX6C/UQCRH/NDUFS5/COX4I1/COX5A/CHCHD2/CYCS/NDUFB4/UQCRB/COX7C/MTCO2P12/MT-ND4L/MT-ND1/MT-ND5/MT-CYB/MT-ND3/MT-ND2/MT-ND4/MT-CO2/MT-CO3/MT-CO1
BP	GO:0051236	establishment of RNA localization	155	-0.654281001210156	-2.80986536988005	1e-10	9.09688581314879e-10	2.93085655314758e-10	6430	tags=81%, list=26%, signal=60%	ARC/ATR/NUP42/THOC6/PCID2/FXR2/BICD2/CETN3/HSF1/MAGOHB/MCM3AP/NUP35/NXT2/ATM/THOC1/NUP37/PHAX/DDX39B/UPF1/UPF2/GLE1/RAE1/SMG6/DDX39A/THOC3/FYTTD1/FMR1/SEH1L/MAGOH/AKAP8L/NUP85/SENP2/THOC5/NXF1/RBM33/UPF3A/SLBP/PNPT1/ALYREF/POM121/NCBP3/THOC7/POM121C/SEC13/NUP214/AAAS/SRSF1/NSUN2/SMG1/IWS1/SMG5/NCBP1/EIF4A3/NUP62/NUP93/NUP155/THOC2/NUP188/ATXN2/SETD2/NUP43/NUP160/AGFG1/MRPL18/AHCTF1/NUP88/CETN2/EIF4E/TNKS/ALKBH5/NUP58/CHTOP/NCBP2/SUPT6H/RBM15B/NUP210/NUP107/KIF5C/NUP133/YTHDC1/CPSF6/NUP50/NUP98/CASC3/RANBP2/XPO5/SMG7/NUP205/FXR1/NDC1/FLOT1/RTRAF/NUP153/SRSF7/CKAP5/ENY2/IGF2BP2/RBM8A/SEM1/UPF3B/KHDRBS1/NUP54/SSB/ZFP36L1/TPR/G3BP2/WNK1/QKI/NUTF2/XPOT/IGF2BP1/IGF2BP3/LRPPRC/XPO1/KHSRP/SRSF3/DHX9/TERF1/KPNB1/TOMM20/RAN/HNRNPA1/PEG10/YBX1/HNRNPA2B1
BP	GO:0015986	proton motive force-driven ATP synthesis	77	-0.696510145253375	-2.80585173299333	1e-10	9.09688581314879e-10	2.93085655314758e-10	5231	tags=78%, list=21%, signal=62%	NDUFB7/NDUFB8/NDUFB3/NDUFA8/SDHB/NDUFB5/ATP5PO/ATP5F1E/NDUFC1/NDUFV1/NDUFS3/NDUFB2/NDUFA2/SDHD/ATP5MK/NDUFS4/NDUFA10/NDUFS8/NDUFC2/ATP5MG/NDUFB9/NDUFV3/NDUFAB1/STOML2/NDUFB11/ATP5MC1/NDUFS1/ATP6V1A/NDUFA12/ATP5MJ/NDUFA5/SDHC/ATP5PF/NDUFB10/NDUFS6/NDUFA6/NDUFS2/NDUFA3/NDUFA1/ATP5MF/ATP5PB/ATP5IF1/NDUFB1/ATP5PD/ATP5F1C/ATP5MC3/NDUFS5/NDUFB4/ATP5ME/MT-ATP8/ATP5MC2/ATP5F1A/ATP5F1B/MT-ND4L/MT-ND1/MT-ND5/MT-ND3/MT-ND2/MT-ATP6/MT-ND4
BP	GO:0050657	nucleic acid transport	152	-0.653177709054921	-2.79953972022501	1e-10	9.09688581314879e-10	2.93085655314758e-10	5588	tags=76%, list=22%, signal=60%	CETN3/HSF1/MAGOHB/MCM3AP/NUP35/NXT2/THOC1/NUP37/PHAX/DDX39B/UPF1/UPF2/GLE1/RAE1/SMG6/DDX39A/THOC3/FYTTD1/FMR1/SEH1L/MAGOH/AKAP8L/NUP85/SENP2/THOC5/NXF1/RBM33/UPF3A/SLBP/PNPT1/ALYREF/POM121/NCBP3/THOC7/POM121C/SEC13/NUP214/AAAS/SRSF1/NSUN2/SMG1/IWS1/SMG5/NCBP1/EIF4A3/NUP62/NUP93/NUP155/THOC2/NUP188/ATXN2/SETD2/NUP43/NUP160/AGFG1/MRPL18/AHCTF1/NUP88/CETN2/EIF4E/TNKS/ALKBH5/NUP58/CHTOP/NCBP2/SUPT6H/RBM15B/NUP210/NUP107/KIF5C/NUP133/YTHDC1/CPSF6/NUP50/NUP98/CASC3/RANBP2/XPO5/SMG7/NUP205/FXR1/NDC1/FLOT1/RTRAF/NUP153/SRSF7/CKAP5/ENY2/IGF2BP2/RBM8A/SEM1/UPF3B/KHDRBS1/NUP54/SSB/ZFP36L1/TPR/G3BP2/WNK1/QKI/NUTF2/XPOT/IGF2BP1/IGF2BP3/LRPPRC/XPO1/KHSRP/SRSF3/DHX9/KPNB1/TOMM20/RAN/HNRNPA1/PEG10/YBX1/HNRNPA2B1
BP	GO:0050658	RNA transport	152	-0.653177709054921	-2.79953972022501	1e-10	9.09688581314879e-10	2.93085655314758e-10	5588	tags=76%, list=22%, signal=60%	CETN3/HSF1/MAGOHB/MCM3AP/NUP35/NXT2/THOC1/NUP37/PHAX/DDX39B/UPF1/UPF2/GLE1/RAE1/SMG6/DDX39A/THOC3/FYTTD1/FMR1/SEH1L/MAGOH/AKAP8L/NUP85/SENP2/THOC5/NXF1/RBM33/UPF3A/SLBP/PNPT1/ALYREF/POM121/NCBP3/THOC7/POM121C/SEC13/NUP214/AAAS/SRSF1/NSUN2/SMG1/IWS1/SMG5/NCBP1/EIF4A3/NUP62/NUP93/NUP155/THOC2/NUP188/ATXN2/SETD2/NUP43/NUP160/AGFG1/MRPL18/AHCTF1/NUP88/CETN2/EIF4E/TNKS/ALKBH5/NUP58/CHTOP/NCBP2/SUPT6H/RBM15B/NUP210/NUP107/KIF5C/NUP133/YTHDC1/CPSF6/NUP50/NUP98/CASC3/RANBP2/XPO5/SMG7/NUP205/FXR1/NDC1/FLOT1/RTRAF/NUP153/SRSF7/CKAP5/ENY2/IGF2BP2/RBM8A/SEM1/UPF3B/KHDRBS1/NUP54/SSB/ZFP36L1/TPR/G3BP2/WNK1/QKI/NUTF2/XPOT/IGF2BP1/IGF2BP3/LRPPRC/XPO1/KHSRP/SRSF3/DHX9/KPNB1/TOMM20/RAN/HNRNPA1/PEG10/YBX1/HNRNPA2B1
MF	GO:0015453	oxidoreduction-driven active transmembrane transporter activity	66	-0.713688400217297	-2.79603504405942	1e-10	9.09688581314879e-10	2.93085655314758e-10	5231	tags=82%, list=21%, signal=65%	NDUFB7/NDUFB8/NDUFB3/NDUFA8/NDUFB5/NDUFC1/NNT/NDUFV1/CYB5A/NDUFS3/NDUFB2/NDUFA2/NDUFS4/NDUFA10/NDUFS8/NDUFC2/NDUFB9/NDUFV3/COX7A2L/NDUFS1/NDUFA12/NDUFA5/UQCRC1/NDUFB10/NDUFS6/NDUFA6/UQCRFS1/COX7B/COX8A/NDUFS2/NDUFA3/CYC1/UQCR10/NDUFA1/COX5B/COX6B1/NDUFA4/NDUFB1/UQCRH/NDUFS5/COX4I1/COX5A/NDUFB4/MTCO2P12/MT-ND4L/MT-ND1/MT-ND5/MT-CYB/MT-ND3/MT-ND2/MT-ND4/MT-CO2/MT-CO3/MT-CO1
CC	GO:0015935	small ribosomal subunit	71	-0.703990327590727	-2.79265031682456	1e-10	9.09688581314879e-10	2.93085655314758e-10	4723	tags=77%, list=19%, signal=63%	MRPS14/MRPS18C/MRPS18B/MRPS22/MRPS11/MRPS18A/MRPS23/MRPS33/MRPS34/MRPS10/LARP4/MRPS15/MRPS7/MRPS9/MRPS2/RPS27L/MRPS16/PTCD3/FAU/MRPS27/MRPS35/MRPL42/EIF2A/RPS7/RPS27/RPS15/DAP3/MRPS21/RPS3A/RPS15A/RPSA2/RPS21/RPS12/RPS9/RPS27A/RPS13/RPS19/RPS14/RPS5/RPS18/DDX3X/RPS16/RPSA/RPS8/RPS25/RPS29/RPS3/RPS20/RACK1/RPS6/RPS2/RPS11/RPS24/RPS23/RPS4X
BP	GO:0019646	aerobic electron transport chain	86	-0.68828355740932	-2.78918803656571	1e-10	9.09688581314879e-10	2.93085655314758e-10	5231	tags=80%, list=21%, signal=64%	NDUFB7/NDUFB8/COX6A1/NDUFB3/NDUFA8/SDHB/NDUFB5/NDUFC1/UQCRQ/NDUFV1/UQCRHL/NDUFS3/NDUFB2/NDUFA2/SDHD/DNAJC15/NDUFS4/NDUFA10/NDUFS8/NDUFC2/PINK1/NDUFB9/NDUFV3/COX7A2L/NDUFAB1/ISCU/NDUFS1/NDUFA5/SDHC/DLD/PARK7/UQCRC1/NDUFB10/NDUFS6/NDUFA6/UQCRFS1/COX7B/COX8A/NDUFS2/UQCRC2/NDUFA3/CYC1/UQCR10/NDUFA1/COX5B/COX6B1/NDUFA4/COX7A2/NDUFB1/COX6C/UQCRH/NDUFS5/COX4I1/COX5A/CYCS/NDUFB4/UQCRB/COX7C/MTCO2P12/MT-ND4L/MT-ND1/MT-ND5/MT-CYB/MT-ND3/MT-ND2/MT-ND4/MT-CO2/MT-CO3/MT-CO1
BP	GO:0009060	aerobic respiration	190	-0.637077239020564	-2.77548926328912	1e-10	9.09688581314879e-10	2.93085655314758e-10	5231	tags=71%, list=21%, signal=56%	NDUFB7/PANK2/NDUFB8/COX6A1/IDH3A/NDUFB3/ARL2/NDUFA8/SDHB/NDUFB5/MTFR1/ATP5PO/UQCC2/ATP5F1E/NDUFC1/SUCLA2/UQCRQ/NNT/NDUFV1/IDH3G/SUCLG2/BCL2L13/UQCRHL/SUCLG1/NDUFS3/NDUFB2/NDUFA2/SDHD/CHCHD10/DNAJC15/NDUFS4/MFN2/NDUFA10/NDUFS8/NDUFC2/PPIF/DLST/PINK1/IDH2/ATP5MG/NDUFB9/NDUFV3/COX7A2L/NDUFAB1/ISCU/STOML2/NDUFB11/IDH3B/NDUFS1/DLAT/DGUOK/ACO1/NOP53/NDUFA12/OGDH/NDUFA5/SDHC/PDHB/DLD/CDK1/ACO2/PARK7/IDE/ATP5PF/UQCRC1/NDUFB10/NIPSNAP2/FH/IREB2/NDUFS6/NDUFA6/UQCRFS1/COX7B/COX8A/NDUFS2/UQCRC2/NDUFA3/CYC1/PDHA1/UQCR10/NDUFA1/SLC25A23/MSH2/GHITM/ATP5MF/COX5B/COX6B1/ATP5PB/NDUFA4/MACROH2A1/COX7A2/SHMT2/VCP/ATP5IF1/NDUFB1/ATP5PD/ATP5F1C/OXA1L/CCNB1/COX6C/MDH1/COL6A1/UQCRH/AK4/NDUFS5/COX4I1/COX5A/CHCHD2/BNIP3/CYCS/NDUFB4/UQCRB/CS/MDH2/ATP5ME/COX7C/MT-ATP8/IDH1/HIF1A/MTCO2P12/RHOA/ATP5F1A/ATP5F1B/MT-ND4L/MT-ND1/MT-ND5/MT-CYB/MT-ND3/MT-ND2/MT-ATP6/MT-ND4/MT-CO2/MT-CO3/MT-CO1
