gene_id	variance
OR52A1	5.51060419154962
DOK7	5.50858706465117
LINC01705	5.49400026884375
RPL34P16	5.47971177179781
ENSG00000296660	5.47043583815458
SYNDIG1L	5.46481907670242
FGF8	5.46090731970941
ERHP1	5.45998525758511
ENSG00000289901	5.45798795966783
NLRP7	5.45687052155458
LINC02593	5.45448666901833
MTND2P28	5.45210708794188
CDH9	5.44890589564665
MTATP6P1	5.44210818746516
ENSG00000227747	5.44075363728531
ENSG00000294586	5.42960366570818
ZIC1	5.4231096424444
TUBBP2	5.42003592725255
AGMO	5.40931003994216
ST18	5.38883425076989
ENSG00000306832	5.37533718107548
CTCFL	5.37441641711511
ENSG00000235192	5.37400908352805
RAMP3	5.37120859794558
CDH5	5.37058332538921
RPL39P15	5.34755775385775
MIR106AHG	5.34164139408096
L3MBTL2-AS1	5.34087362189953
RPL23AP65	5.32921951522672
SP9	5.31938314562466
H3P36	5.31496926426607
RPL19P5	5.31292334311997
ENSG00000244192	5.30427581189629
EEF1A1P16	5.29314579108637
ENSG00000280079	5.29294143439156
PKLR	5.29097488703304
LINC01679	5.2748984640089
RPL29P33	5.26959487640891
RPL26P36	5.26937722120782
FOXS1	5.25809836321899
MORF4L1P3	5.2569647365825
HEY2-AS1	5.24868661775732
SKOR2	5.24179044037827
ATP8B1	5.23987220108125
ENSG00000293742	5.21470306733235
LMX1B	5.20565294750931
ALPG	5.20528642366269
RPL24P7	5.18027400726748
NPTX1	5.17861252452168
PITX3	5.16582721491188
LINC01833	5.1626500279039
XACT	5.15740586619957
LINC00678	5.1412265079236
GSTT2B	5.13019094167733
C10orf105	5.12993945986374
RPL31P2	5.12789412480113
SPTLC1P1	5.12755387921196
ACTBP11	5.1194339158642
MAPRE1P1	5.11839342321835
ENSG00000308658	5.10921182644143
ENSG00000309085	5.1075024480695
EIF5P1	5.10446069866256
NR2F2	5.10066500446341
KLHDC7A	5.09445218673455
ENSG00000214748	5.08565553652352
ENSG00000231747	5.07053291149023
UPK3B	5.06586970144954
ENSG00000303212	5.05836188390119
POU3F2	5.05624178912035
ELL3	5.05521025262853
SRXN1	5.04210429101711
PKP1	5.02548574215866
PIWIL3	5.0226990961085
FAM153A	5.01991333955262
MRPS18CP7	5.01807617889703
ENSG00000302658	5.01448941344478
OAS1	5.00985548811656
AMER2	5.00105504820085
HPGD	5.00065362638188
RPL12P8	4.99705990584195
ENSG00000303006	4.99570418144702
ASPG	4.962307406274
ACTBP2	4.94519943648995
CYBB	4.94260420152856
ENSG00000297190	4.92524646831537
ENSG00000289731	4.91808687444331
SLC40A1	4.90973278047275
RPL13AP25	4.90483375159611
ENSG00000301282	4.90316485386571
DGKB	4.90311662373993
ENSG00000294005	4.89044175353743
KCNJ6-AS1	4.88395247632952
HHLA1	4.873296716442
EEF1B2P2	4.86914080113766
ENSG00000305939	4.86192743579334
RPL3P9	4.85023332778435
CRB3	4.83548699947772
RPL13AP24	4.82989375038328
NPIPA5	4.82387298627416
FEZF1-AS1	4.79671975777543
F10	4.78576305634272
LINC03040	4.76970575111835
STMN4	4.76572110528393
ENSG00000253336	4.76537157324474
ENSG00000298630	4.75962559922277
ENSG00000306307	4.74791235504032
ENSG00000213087	4.74471651053519
ENSG00000303186	4.74345054078552
ENSG00000300229	4.73515995096591
RHD	4.72835961830251
TNFRSF14	4.7196941372701
ENSG00000271945	4.71850209104708
NSA2P1	4.7168674323832
ENSG00000288062	4.70409440074031
GAPDHP60	4.70352419751671
ENSG00000250920	4.69252273285891
ENSG00000295746	4.69060566201392
ENSG00000305005	4.6837246544294
PPIAP11	4.68291345599636
ANXA3	4.68004323270707
ENSG00000231827	4.67479375567703
CATSPER4	4.66709323399527
ENSG00000297754	4.66549340808504
HSH2D	4.65566402453155
RPL29P17	4.64654966488007
LINC01356	4.64404359340099
RPL15P2	4.64177014204009
ENSG00000291180	4.64138454100847
SLC16A3	4.64097988995785
ENSG00000254297	4.63488707057772
CCL26	4.61645771427232
TRIM15	4.61582466601007
GPR35	4.59709605949119
ENSG00000225486	4.5966741710115
C10orf90	4.59603644135701
RPS3AP25	4.58717111200147
ENSG00000240731	4.58618025549429
ZNF439	4.58512935852005
ENSG00000303889	4.58158151675043
S100A14	4.57651865809889
CPO	4.55807151601088
ENSG00000291101	4.55302906618681
HSPA5P1	4.5484817688291
ENSG00000268649	4.5360817335661
ENSG00000260362	4.52732432491936
ENSG00000219553	4.52046044243171
TNR	4.51595807405428
CYTOR	4.51276208483264
PITX2	4.51236959722645
DEGS2	4.50876169437703
ENSG00000261625	4.50718431048739
ENSG00000233459	4.50569818788516
MTCO1P12	4.50032872239124
HMGN2P17	4.49846381680383
LAPTM4BP1	4.4970047095582
ENSG00000249617	4.49526214501258
MAPK6P3	4.49146914076545
CRLF1	4.4900781873339
CFAP95-DT	4.48875480555253
GPR142	4.4861794158093
GAPDHP38	4.48432958344536
ZEB2	4.47879078428368
RPL29P6	4.47739838040872
LINC03000	4.47690922276189
ENSG00000244086	4.4755052851675
ENSG00000277011	4.47310428672062
VSNL1	4.47099581936122
RNU6-8	4.4536076457059
RPSAP8	4.43340784132864
ENSG00000296499	4.42693497300227
CYP4F22	4.42499357837184
ATP5MKP1	4.41445148824967
LINC00882	4.41404787681399
ENSG00000300510	4.4131889965162
SRRM1P3	4.39772530362497
LINC00474	4.39096931466388
ENSG00000251687	4.39006144035026
ENSG00000306181	4.38871003250876
RDH5	4.37757214292923
RTL1	4.37633626030742
CYP2A6	4.37475927214001
LEFTY1	4.36960099567328
ENSG00000295821	4.36543767712653
CHI3L1	4.36541991082989
XIRP2	4.36476274932891
NLGN4Y	4.36384738758444
ENSG00000267364	4.36006273852894
DNAH17	4.35558090083347
MAPK6P4	4.35480519522313
SIX3	4.35116469605332
ZNF385D-AS1	4.34302704159296
ENSG00000310114	4.31586013002603
ENSG00000309758	4.31250560009097
LINC00309	4.31237289557269
FDPSP5	4.30290141595798
PFN1P1	4.29765900276517
RGS20	4.29735779472089
LINC01340	4.29072750285957
ENSG00000302453	4.28687276899619
GALNT3	4.28368611472769
RPL21P19	4.28290450013158
KLHL6	4.28275399846903
PCDHA10	4.27731045175557
FEZF2	4.27486544381689
TCL6	4.27361577905654
RPL13AP6	4.27278425266092
RPL7AP20	4.26619311244841
WNT8B	4.26353078229708
ENSG00000248827	4.26034879601
SLFN12	4.25568618926456
PROX1-AS1	4.25048994793096
MIR99AHG	4.24884731659272
ENSG00000289902	4.24008344636546
ENSG00000290846	4.2394025193096
ENSG00000305022	4.23422537704475
OXCT2P1	4.23164037582669
WDR49	4.22611952497254
CRB1	4.22381843119601
LTC4S	4.21749786277088
ENSG00000293337	4.2136527616785
GAPDHP40	4.19605899601905
IL17C	4.19171528163004
LINC03099	4.19148988305634
ENSG00000293833	4.19138369178771
ENSG00000224114	4.18595412887749
SNRPFP1	4.18028325813314
RPL19P6	4.17641831241623
CMC4	4.17619193032635
ENSG00000290858	4.17046710699201
ENSG00000288597	4.16609885678387
ENSG00000295827	4.15953784097998
ENSG00000254373	4.15639509509711
TRPM2	4.15575756796217
MIR5587	4.15405186225231
ENSG00000303699	4.15193998429746
TTC22	4.15121926616624
ENSG00000288885	4.14884709611248
MECOM	4.14878500978538
NOL4	4.14855119482808
ENSG00000293963	4.14738743999119
RHOJ	4.14481576064467
ENSG00000310118	4.14338047295163
TMEM30B	4.13992660451397
GRPR	4.13922297428974
ENSG00000248927	4.13589731545693
SREK1IP1P1	4.13474384920487
LINC02078	4.13297786894479
ANGPT4	4.12753316842351
DMBX1	4.12591758781918
ESPNP	4.12496580257817
EEF1A1P11	4.12244959576362
ASS1P9	4.1223987672696
RIPOR2	4.11941463632556
ENSG00000247934	4.11784298275453
ENSG00000301548	4.11417872186866
NKX3-2	4.10487564781021
AIDAP1	4.10048411331296
OVCH1-AS1	4.095650468242
ENSG00000300001	4.0879199233003
ENSG00000294165	4.08783025191483
ENSG00000250568	4.08707931417114
ENSG00000269993	4.08056458872188
ENSG00000304551	4.075448718648
RPL21P11	4.07099589008357
EEF1A1P38	4.06524430468612
NEURL1	4.05526123767659
GRHL2	4.05245987089842
HMX3	4.04469729140132
ENSG00000290960	4.03951318804235
CD209	4.03222000608877
CASQ2	4.02658051696182
ENSG00000308568	4.0194449395423
ENSG00000237774	4.0192545971587
LDHA	4.01916584569096
LAPTM4BP2	4.01404366040307
RPL17-C18orf32	4.01280386511433
RPS2P35	4.01181547805484
ENSG00000308518	4.00705694669742
ENSG00000257953	4.00489169485557
FABP5P2	4.00405088119482
ENSG00000309899	3.9918992982318
XIST	3.98979711663641
HSPE1P7	3.98942061379789
EEF1A1P22	3.977561930441
POTEE	3.97542727234832
RPL17P43	3.96865670841666
ENSG00000286791	3.94709846487824
ENSG00000261655	3.94626725835351
RAC1P4	3.93940976538447
RPL37P2	3.93683839321543
ENSG00000283405	3.93567316580541
ENSG00000266479	3.92894965044534
RPS3AP20	3.92788054842901
PAPPA	3.92632236147739
CBX1P2	3.92610488599468
NPM1P19	3.92310245576913
ENSG00000268379	3.92103659392772
ENSG00000272449	3.91934003116527
LINC02898	3.91922404236719
MIR31HG	3.91493196292565
PLCL1	3.91480204609113
H2AZP3	3.91266153923626
ENSG00000261829	3.91180997937761
PRMT1P1	3.90891156962582
ENSG00000303022	3.90714152039116
RPL12P42	3.90174930475098
CSDC2	3.90149054696768
ENSG00000304895	3.90111452901758
ALB	3.89997329608897
RPL15P22	3.89926376807363
RPL41P2	3.8953562358161
ENSG00000287029	3.8929898332129
RN7SKP276	3.89137123084931
TILAM	3.89025385838201
MOGAT3	3.89018318318547
PCDHB8	3.88934590689031
ENSG00000294837	3.88861858455116
MR1	3.88479825068212
ENSG00000306152	3.88215178981434
NKX2-5	3.88051034238614
ESRP2	3.87717269131341
FOLR1	3.87445744484698
CHMP4C	3.86801414920739
CHMP5P1	3.85937157645539
HEPHL1	3.85914790014093
ENSG00000289070	3.85339930972232
ELL2P1	3.85227247570596
RPL5P5	3.84961891836464
ENSG00000306503	3.84731202120225
RDH8	3.84715496068184
ENSG00000289352	3.84636913232193
ENSG00000308808	3.84577376920655
GSDMD	3.84241790921206
RPL37P23	3.83944807187403
ENSG00000310410	3.83303299408158
GUCY2C-AS1	3.83117251971718
LINC01108	3.82960068434945
ENSG00000310194	3.82561713693353
ENSG00000294908	3.82559781956565
MORF4	3.82519059226197
ENSG00000267383	3.81725215323691
ENSG00000265401	3.81383641780646
ENSG00000302040	3.8098261158568
RAB6C	3.80872739687579
ENSG00000290851	3.80772890007449
HMX2	3.80676869188935
ENSG00000287560	3.80471182770379
LINC02955	3.80376583063262
RPL21P80	3.7983767889556
RALYL	3.7962015935921
VPS9D1-AS1	3.79092574541011
COL15A1	3.78536093975706
ENSG00000291142	3.78324066059421
RPL7P15	3.78119091654329
RPL21P28	3.77916952477566
EN2	3.77890660590759
CLEC4D	3.77341492019048
MYO1H	3.77073741576664
MX2	3.76186461439813
GPR50	3.76047121720351
GATA4	3.76040270849538
TGM7	3.75839826768656
ENSG00000307964	3.75616513072947
RPS27P2	3.75088532027817
MFAP5	3.74943833908657
RPS4XP6	3.74879626885821
ENSG00000288086	3.7457013410716
HTR1F	3.74402033362363
ENSG00000300007	3.74257328255877
PTPRQ	3.74217813326632
NLRP12	3.73759377974385
ENSG00000299309	3.73708612655425
ENSG00000301366	3.72778362172307
GLRA2	3.72746064758766
CDK3	3.72122662310911
RBBP4P4	3.71537057162499
RNASE1	3.70922234339171
FGF22	3.70869181475142
MAGEB17-AS1	3.70836480059122
H3P43	3.70515680602151
ENSG00000273711	3.70376703398442
ENSG00000237429	3.7033835826348
ENSG00000293156	3.70312431488162
RAB19	3.7024816447392
ANO3	3.70117734921927
MMP23B	3.69360131538911
ENSG00000256969	3.69217549139409
GRM3	3.69008803271715
ALDH3B2	3.68752154840745
QNG1	3.68751496313761
SNRPCP2	3.68680924973402
ENSG00000305709	3.68626647280219
ENSG00000237464	3.68251579154834
NME1-NME2	3.67484947509709
RPL21P120	3.67144388875755
ROPN1B	3.67110618271
EEF1A1P7	3.6709122806311
HNRNPLP1	3.66795384673006
PCDHA7	3.66642913198509
EEF1A1P25	3.66635335007304
ENSG00000234004	3.66574225251235
LRRTM3	3.66366860096814
ZEB1	3.66118358335436
ADAD2	3.65848107957926
ENSG00000279668	3.65769364068183
LRRC61	3.65456157831421
GPBAR1	3.65400730363113
ENSG00000253899	3.64850149411287
LINC02523	3.64445779115545
LINC02086	3.64321140846043
CSMD1	3.64047444207848
LIX1L	3.64001658493054
POSTN	3.636683382877
ENSG00000257474	3.63442868084609
PDZRN4	3.62785233728949
CYP2B6	3.62584050537209
RPS3AP47	3.62280940457978
RPL19P16	3.62107297576498
ENSG00000285382	3.61765743992258
IGFBP5	3.61571992847354
RSAD2	3.61318185231002
RPS7P3	3.61100742033942
ENSG00000294611	3.60986041688011
ENSG00000289178	3.60985900687387
EEF1A1P29	3.60960126965207
ENSG00000296841	3.60511173597087
IL9RP3	3.60509277041819
ENSG00000294128	3.60348223106225
HR	3.6017944633097
ZNF506	3.59719040416909
ENSG00000279557	3.59116920362769
ENSG00000259397	3.58953735130339
RPL15P18	3.58106930263959
MYO16	3.57704065744488
ENSG00000296968	3.57367587991899
RPS2P29	3.5729202578665
ENSG00000253223	3.57205586847595
LRTM2	3.56932182360351
RPS3P6	3.56563880936727
NHLRC4	3.56443187487281
STAB1	3.56368191270469
EIF3LP1	3.56290197930142
PCAT14	3.55465868096366
ENSG00000303184	3.55035804529832
ENSG00000293586	3.54999345644274
TACR1	3.549531147633
MSH5-SAPCD1	3.54647294674847
CD27	3.54540385181398
MIR4435-2HG	3.5434376491682
ENSG00000310201	3.53885779756619
CRYGB	3.53827465627511
SLCO1B1	3.53566513725852
CALHM3	3.53272647963509
MARVELD3	3.52588943684106
ENSG00000296011	3.52462827426825
STBD1	3.51990851888546
ENSG00000261055	3.51588889051806
ANKRD34B	3.50774021705662
RPS27P8	3.50552937083968
PDE4DIPP6	3.50536451609839
RPL23AP18	3.50381645318693
SERPINA1	3.50190309171067
ENSG00000279827	3.49928885409772
VAV1	3.49863763988897
SYS1-DBNDD2	3.49738346157239
ENSG00000304444	3.49729814022581
ENSG00000229271	3.49013770984604
ENSG00000188897	3.48528969460718
MTCO3P12	3.48489295987131
ENSG00000212695	3.47537649807736
ENSG00000287252	3.47404273257858
ENSG00000287720	3.47079198129965
ENSG00000283098	3.46397682921855
OBI1-AS1	3.46373126667986
MT-ATP8	3.46311043616018
DBH	3.46303437425017
BICDL2	3.45839350192901
ENSG00000298831	3.45553481578259
RPS26P11	3.45551858384407
PKD1P5	3.4539928546492
SLC51A	3.45348543035436
ADCY8	3.45336561271586
CLEC18B	3.45220931604228
RASL11B	3.45215252002474
SNRK-AS1	3.45011562506028
ENSG00000237713	3.44977500086285
PHETA2	3.44953701852253
PPFIA4	3.44501629065255
EGR3	3.44490986584914
ENSG00000268750	3.43826147862255
PRR3P1	3.43696648915224
CLC	3.43644492398648
ENSG00000280061	3.43294037194286
ENSG00000295944	3.42857537530145
BTF3L4P3	3.42529500685104
PGAM1P2	3.42498009382808
FAM90A25P	3.42342217017272
RPL12P17	3.42257414340759
NUTM2B	3.4155564254251
ENSG00000262921	3.41154125557547
ENSG00000213981	3.40454641307576
C5AR2	3.40165749053028
RPS4XP11	3.39626310258087
SRSF3P5	3.39321893727484
ETV3L	3.39309832955882
ENSG00000245651	3.39176210813642
PRDM16-DT	3.39119524077982
PCDH15	3.38880825420208
ENSG00000305766	3.38874764838494
BTF3P9	3.38514036445345
BRDT	3.38129981280579
ENSG00000267723	3.38110558918983
CDH15	3.38038122270123
LINC02266	3.38035831254729
B3GALT1-AS1	3.38005817916144
SYK	3.3790563536186
ENSG00000240311	3.37514476890418
RPL21P118	3.3701783909982
PLAAT5	3.36985002629613
OVOL2	3.3685505641493
ENSG00000298422	3.3682480411868
RPS28P4	3.36466731204767
VSX2	3.36325664157872
ENSG00000260473	3.36243279796276
ENSG00000289144	3.36223899055914
GAPDHP63	3.36217474945135
LINC02082	3.3569765941295
AZGP1	3.35664248502386
ACP7	3.35624943814025
ENSG00000240036	3.34428868116779
ENSG00000249774	3.34407252523823
ENSG00000290088	3.3390801172568
PCDHGA10	3.33697954216768
VAX1	3.33650056244811
MT-ND3	3.32538948388334
RPL18AP9	3.32271219782001
ENSG00000284705	3.31593560206827
BZW1P1	3.31556664429509
MAGEB17	3.3146420456506
RPL39P36	3.31439825376835
TMEM119	3.3112917942138
SEZ6L	3.31016518661896
EXOSC4	3.30899589686197
RASGRF2	3.30104623716656
NHIP	3.30094615059421
CDH10	3.29859326847298
ENSG00000297982	3.29780443417165
RAD21P1	3.29565280487579
RPL7AP34	3.2928422248742
ENSG00000303327	3.29272928035363
CIR1P2	3.28672160140511
PCDH11Y	3.2835172694621
ENSG00000259529	3.28230982007972
ENSG00000230432	3.28184060613361
FBXO40	3.27934940196132
RPL36AP16	3.27575704434155
ENTR1P2	3.2757047696966
RPL9P32	3.27482613321553
LRRC7	3.27391123569188
DYNLL1P1	3.27203464354775
CCR10	3.26948494185721
ENSG00000310308	3.26438116187697
ENTREP1	3.26394240447103
ENSG00000293587	3.25898650336713
ENSG00000299042	3.25766810609181
SLC32A1	3.25709646275807
ENSG00000234648	3.25450188247162
TRAPPC13P1	3.25387119920075
ENSG00000231252	3.25063838363866
RPS24P17	3.24860303089396
ENSG00000302916	3.2474560229193
IRF6	3.24429283853551
NEUROG3	3.24384163415627
SOX30	3.24292477642316
PSMD12P1	3.24140555432384
RPS26P3	3.24112844287291
NOXO1	3.23839226073555
RPS12P32	3.23229204876353
SAP30P1	3.23061484420108
XKR4	3.22581045468872
ENSG00000294294	3.22442356277637
HES5	3.22393394599486
RPS26P13	3.22241831714882
RPL4P2	3.22098529845171
ENSG00000244151	3.22028793592886
TEX26	3.21776055537879
RPL21P46	3.21695942760141
ENSG00000267048	3.2154160272282
ENSG00000287272	3.21526996080181
PRTG	3.20670447206973
HPDL	3.20576820128276
ENSG00000287088	3.20511669512177
MCOLN3	3.19838497861628
SOX15	3.19627717961792
ENSG00000251259	3.19583817632911
SCN3A	3.19515195871801
PSTPIP1	3.19349838308289
SLC28A3	3.19290537306827
NCMAP	3.19047221230755
GPX5	3.19000620917753
ENSG00000300534	3.18712474270431
NCOA4P3	3.18591554985283
FOXQ1	3.18585767093735
ZEB2-AS1	3.1855891972288
PTGFR	3.18430665370792
C7orf57	3.18364466777192
PPIAP31	3.18165801659147
ENSG00000301365	3.17769945347279
ENSG00000289641	3.17571916408047
ENSG00000280486	3.17445030963293
RPRML	3.17369887122763
PNLIPRP2	3.17265497360864
ARL6IP1P2	3.16571266085336
SHISA8	3.16566122844096
ENSG00000282390	3.16482043399904
RPS29P5	3.1647886162285
ENSG00000298556	3.16329917253639
PCDHA9	3.16240514966549
RPS19P3	3.15875141888467
MATN4	3.15432011248391
ENSG00000274315	3.14747910887212
LDHBP2	3.14419414616972
JAKMIP3-AS1	3.14276990240159
RPL36AP8	3.14253478950174
ENSG00000242660	3.14144102333285
ENSG00000278943	3.14075603655191
LRRC15	3.13761983514374
TDRD10	3.13549117073186
SNORA9B	3.13422626512842
MYL12-AS1	3.13338898899442
ARHGAP20	3.12835081986495
ENSG00000289053	3.12714667839378
MYL7	3.12206401269916
ENSG00000287063	3.12191177658342
ENSG00000224415	3.12064664726235
ENSG00000287150	3.11857420966322
LINC02293	3.11760973192318
ENSG00000300182	3.11576526880252
ENSG00000297733	3.11462974267511
ADM-DT	3.11316588488438
ENSG00000290848	3.10995189986192
TAGLN	3.10988599615648
ENSG00000226530	3.10812746058607
TRGV3	3.10529206257098
