ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
MF	GO:0008233	peptidase activity	434	-0.351147514877507	-1.61241818587271	1.52102080044849e-06	0.00110234238846184	0.00103910678796376	4277	tags=23%, list=17%, signal=19%	SPG7/FURIN/CPA6/TMPRSS2/DPP9/PLAU/ADAMTS7/F12/NPEPPSP1/ADAMTS1/CAPN12/PMPCA/AOPEP/PRTN3/BAP1/ADAMTS8/GGT5/UNC5CL/PRSS51/PCSK4/MMP19/MMP11/PCSK7/PRSS8/ADAMTS15/USP26/PRSS36/ADAMTS14/ADAM15/GPAA1/PCSK9/MPND/LONP1/ATG4D/PSMA6/ADAMTS13/AGBL2/ADAM28/KEL/HTRA4/TMPRSS9/APEH/SPPL2B/TGM2/TMPRSS13/CHMP1A/UFSP1/NPEPL1/RNPEPL1/THOP1/SCRN2/PIDD1/GGT6/PRRG2/PSMB9/PRSS53/NAPSA/KLK7/CAPN10/ACE/NAALADL1/GGT1/USP43/RHBDL1/TMPRSS5/ADAMTS4/RHBDD3/CFD/NLRP1/MMP15/PSMB10/SENP3/ADAM21/PROC/DPP7/CASP10/HPN/CAPN13/KY/CAPN15/MMP9/AGBL1/JOSD2/CTSD/RHBDL2/KLK14/DPEP1/MMP23B/ST14/PRSS22/KLK8/TMPRSS6/AMZ1/ADAM8/CPZ/CPO/CLC/PAPPA/ASTL/KLK5
BP	GO:0022900	electron transport chain	119	0.479597116758368	1.93051029634743	2.74614723370394e-06	0.00180673603417439	0.00170309306511288	5110	tags=34%, list=20%, signal=28%	MTCO2P12/MT-ND3/NDUFB1/MT-CO2/MT-ND4/MT-ND5/MT-CYB/MT-ND2/MT-ND1/MT-ND4L/DNAJC15/MT-CO3/NDUFC2/NDUFA1/MT-CO1/PPARGC1A/COX6C/NDUFA3/NDUFB4/UQCRB/ETFRF1/DHRS2/NDUFB8/UQCRH/NDUFB3/NDUFA12/SNCA/NDUFA6/COX7C/COX7B/NDUFV2/UQCR10/NDUFS4/COX7A2/NDUFS5/NDUFV3/NDUFA7/COX5B/ETFB/GBA1/DGUOK
MF	GO:0072341	modified amino acid binding	77	-0.543047049951272	-2.02434420731384	3.27139650732412e-06	0.00195210106922326	0.0018401192706121	4325	tags=38%, list=17%, signal=31%	OSBPL5/SLC46A1/FTCD/SMPD3/GNMT/TLN1/PTGES/GPR143/PTGES2/MFGE8/FASN/SYT5/THBS1/SYTL2/ANXA2P2/SLC19A1/GAS6/JPH2/DPEP1/ANXA3/ANXA8/ANXA1/CBS/SCIN/FOLR1/PLEKHN1/GSDMD/GSTM1/CD300A
BP	GO:0046434	organophosphate catabolic process	217	-0.40500006678497	-1.73697172044057	3.46161050907227e-06	0.00195210106922326	0.0018401192706121	6938	tags=38%, list=28%, signal=28%	NUDT13/PDE4A/ENPP1/SCARB1/OGG1/SUCLA2/GCK/NT5M/PPARA/GIT1/PFKM/LDLR/ENTPD7/GPI/TDG/MLST8/FOXK1/ABHD12/ABCD1/SMPDL3B/PDE5A/PFKP/ACOT7/PGAM1/NUDT15/LIPA/PFKFB3/SARM1/SMPD4/HK1/AMPD3/ARL2/NTSR1/FLCN/CNP/OGDHL/UPP1/SMPD3/RPTOR/FKRP/PRKAG1/NT5C/ENO1/NTHL1/PLD2/ABHD16A/NUDT8/PFKL/PDE4C/NUDT18/DUT/VCP/NEIL2/PDE2A/PNPLA6/SIRT6/ITPA/UNG/ALDOA/MGAT1/PLA2G15/PGAM2/ENTPD8/GALK1/PLA2G4D/TYMP/GAPDHS/PLA2G4B/SLC2A6/UPP2/HKDC1/PLA2G4E/PDXP/SLC4A1/ENTPD2/PNLIPRP2/LDHA/ENPP6/GPD1/PLA2G4C/PON1/PKLR/GDA
BP	GO:0006119	oxidative phosphorylation	142	0.447552756006596	1.85356838564642	5.57162471287361e-06	0.00293253180720915	0.00276430784000115	7589	tags=47%, list=30%, signal=33%	MTCO2P12/MT-ND3/MT-ATP8/NDUFB1/MT-CO2/ATP5ME/MT-ND4/MT-ND5/MT-CYB/MT-ATP6/MT-ND2/MT-ND1/MT-ND4L/DNAJC15/MT-CO3/NDUFC2/NDUFA1/MT-CO1/ATP5F1EP2/COX6C/CHCHD10/NDUFA3/NDUFB4/UQCRB/ATP5IF1/NDUFB8/UQCRH/NDUFB3/NDUFA12/SNCA/NDUFA6/COX7C/COX7B/ATP5PF/NIPSNAP2/NDUFV2/UQCR10/NDUFS4/COX7A2/NDUFS5/NDUFV3/NDUFA7/COX5B/ATP5PO/DGUOK/ATP7A/ATP5MF/NDUFB5/COA6/NDUFS6/NDUFA2/CHCHD2/SLC25A23/ATP5MG/MT-ND6/ACTN3/NDUFA11/SLC25A51/ATP5PD/MACROH2A1/COX5A/NDUFA5/UQCC2/ATP5F1C/ATP5F1E/SDHC/ISCU
BP	GO:0006631	fatty acid metabolic process	327	-0.366709839317619	-1.63955508905699	8.02203987088676e-06	0.00395837529879068	0.0037313040715243	5813	tags=30%, list=23%, signal=23%	AKT1/ABCD1/ACOX3/AKR1B1/FAAH2/PNPLA3/ACOT7/MCAT/HTD2/ACAD9/LIPA/MGLL/GPAT4/AKR1C1/BCKDK/ACSM1/MECR/DECR2/AKT2/PLA2G3/SLC27A1/AACS/ACSL1/SLC27A4/CYP2C18/FABP5/ACOT8/TYSND1/ADTRP/SLC27A3/ACSF3/IVD/PCK2/DAGLA/PRKAG1/PTGIS/CYP2J2/CD74/GGT5/SREBF1/ACAD11/FADS3/ECHS1/NUDT8/FA2H/CYP2A6/PTGES/SIRT4/ACAA1/PTGES2/SLC45A3/SLC27A5/KLHL25/FASN/SLC27A6/CYP2D7/CTHRC1/COMT/ACSS1/GGT1/LYPLA2/ACBD4/PLA2G15/ILVBL/ALOXE3/NR1H2/ACOT11/CAV1/FADS6/ALKBH7/APOA5/EDN1/PLA2G4D/TNXB/PLA2G4B/AKR1C3/MIF/GCDH/ACOT1/ECHDC2/AVP/ACOT4/ACADS/GPX1/CYP2C8/PNLIPRP2/ALOX15B/ACOXL/EHHADH/LTC4S/TWIST1/PLA2G4C/RGN/ECHDC3/GSTM1/ACOT2/MTLN/CBR1
CC	GO:0032432	actin filament bundle	89	-0.512158166209518	-1.95124100159058	1.0922477156301e-05	0.00488602089397359	0.00460573550486894	6149	tags=44%, list=25%, signal=33%	FLNB/SH2B2/PDLIM4/LDB3/PXN/SIPA1L3/LCP1/SYNPO2/RFLNA/LUZP1/MICALL2/MYH14/NEBL/GAS2L1/SEPTIN9/CORO1B/ASB2/SYNPO/CNN2/FHOD1/PDLIM3/TRIP6/FAM107A/FLNA/GAS2L2/FSCN1/ABLIM3/PDLIM1/PPP1R12C/MST1R/VIL1/CRYAB/MYH6/SPEF1/PDLIM2/XIRP2/ACTA1/MYL9/TEK
BP	GO:1901605	alpha-amino acid metabolic process	173	-0.420346965583705	-1.76351953428796	1.1324353129282e-05	0.00488602089397359	0.00460573550486894	6448	tags=38%, list=26%, signal=29%	AZIN1/PRODH/ATCAY/PYCR2/ALDH18A1/FAH/GPT2/P4HB/SEPHS2/AMT/MTHFR/SHMT2/ENOPH1/KYAT1/MTAP/HMGCL/CARNS1/PIPOX/DLST/CRYM/NAGS/SERINC5/AGMAT/IVD/PLOD3/ARG2/FTCD/CAD/PFAS/GNMT/HNMT/UROC1/SLC7A7/HPD/SIRT4/GAD1/GLS2/ASL/BCAT2/GSTZ1/PYCR3/FPGS/OCA2/PYCR1/NOS2/MPST/TAT/GCAT/PAH/GGT1/HOGA1/ILVBL/AASS/BHMT/NAT8L/SDS/MTHFD1/GCDH/IL4I1/DPEP1/MAT1A/ALDH4A1/CBS/IDO1/HDC/ASPG
MF	GO:0004175	endopeptidase activity	272	-0.37916604113104	-1.66581993531553	1.17586316637743e-05	0.00488602089397359	0.00460573550486894	4277	tags=26%, list=17%, signal=22%	SPG7/FURIN/TMPRSS2/PLAU/ADAMTS7/F12/ADAMTS1/CAPN12/PMPCA/PRTN3/ADAMTS8/PRSS51/PCSK4/MMP19/MMP11/PCSK7/PRSS8/ADAMTS15/PRSS36/ADAMTS14/ADAM15/GPAA1/PCSK9/LONP1/ATG4D/PSMA6/ADAMTS13/ADAM28/KEL/HTRA4/TMPRSS9/APEH/SPPL2B/TMPRSS13/THOP1/PIDD1/PRRG2/PSMB9/PRSS53/NAPSA/KLK7/CAPN10/ACE/RHBDL1/TMPRSS5/ADAMTS4/RHBDD3/CFD/NLRP1/MMP15/PSMB10/ADAM21/PROC/CASP10/HPN/CAPN13/CAPN15/MMP9/CTSD/RHBDL2/KLK14/MMP23B/ST14/PRSS22/KLK8/TMPRSS6/ADAM8/CLC/PAPPA/ASTL/KLK5
BP	GO:0170033	L-amino acid metabolic process	144	-0.444750821213492	-1.8230442689071	1.62216865214582e-05	0.00640351075434564	0.00603617493193209	6448	tags=41%, list=26%, signal=31%	AZIN1/PRODH/ATCAY/PYCR2/ALDH18A1/FAH/GPT2/P4HB/MTHFR/SHMT2/ENOPH1/KYAT1/MTAP/HMGCL/CARNS1/PIPOX/DLST/NAGS/SERINC5/AGMAT/IVD/PLOD3/ARG2/FTCD/CAD/PFAS/GNMT/HNMT/UROC1/HPD/SIRT4/GAD1/GLS2/ASL/BCAT2/GSTZ1/PYCR3/FPGS/OCA2/PYCR1/NOS2/TAT/GCAT/PAH/GGT1/ILVBL/AASS/BHMT/NAT8L/SDS/MTHFD1/GCDH/IL4I1/MAT1A/ALDH4A1/CBS/IDO1/HDC/ASPG
CC	GO:0062023	collagen-containing extracellular matrix	336	-0.358103516880578	-1.60297260148424	1.71382517693686e-05	0.00644316655805547	0.00607355589019728	4317	tags=29%, list=17%, signal=25%	PLOD3/LGALS3/THBS4/ADAMTSL4/NPNT/LAMB2/SERPINA5/F12/ADAMTS1/PRTN3/CSPG4/COL6A3/VWF/ITIH4/ADAMTS8/EMILIN3/AMBP/TGM4/ADAMTS15/IMPG1/COL8A1/RELL2/MATN3/CDH13/MFGE8/LAMA3/SOST/PODN/EFEMP2/THBS1/CCN3/BCAM/EMILIN1/GPC1/GPC4/APOE/EGFL7/COL21A1/COL20A1/COL23A1/APOA1/TGM2/COL16A1/HMCN2/COL14A1/CHADL/LAMA5/CCDC80/ITIH5/ANXA2P2/CTHRC1/CD151/COL6A2/HSPG2/ITGB4/ADAMTS4/HAPLN1/LRRC15/COL9A3/SPN/BCAN/PCOLCE/HAPLN2/AHSG/COL11A2/TNXB/VWA2/COL5A2/TINAGL1/LAMC3/COL26A1/ACHE/MMP9/LEFTY2/F13A1/SERPINF2/HAPLN3/CTSD/AGRN/MMP23B/ANXA8/A2M/ANXA1/COL8A2/LAD1/COL1A1/COL18A1/ENTPD2/MFAP5/CCN1/TNC/ZP3/PDGFB/LAMB3/CLC/AZGP1/MATN4/CCN2/S100A6
MF	GO:0017171	serine hydrolase activity	119	-0.467161145264306	-1.87193931480768	1.96360836425598e-05	0.00704667637990952	0.0066424455192774	4602	tags=35%, list=18%, signal=29%	TYSND1/MMP14/FURIN/TMPRSS2/DPP9/PLAU/F12/PRTN3/PRSS51/PCSK4/MMP19/MMP11/PCSK7/PRSS8/PRSS36/PCSK9/LONP1/HTRA4/TMPRSS9/APEH/TMPRSS13/PRRG2/PRSS53/KLK7/ACE/RHBDL1/TMPRSS5/RHBDD3/CFD/PROC/DPP7/HPN/ACHE/MMP9/RHBDL2/KLK14/ST14/PRSS22/KLK8/TMPRSS6/ADAM8/KLK5
MF	GO:0003954	NADH dehydrogenase activity	44	0.596808860571402	2.06983298187618	3.10275510815773e-05	0.00942163522265587	0.00888116543104257	4634	tags=48%, list=19%, signal=39%	MT-ND3/NDUFB1/MT-ND4/MT-ND5/MT-ND2/MT-ND1/MT-ND4L/ENOX1/NDUFC2/NDUFA1/NDUFA3/NDUFB4/NDUFB8/NDUFB3/NDUFA12/NDUFA6/NDUFV2/NDUFS4/NDUFS5/NDUFV3/NDUFA7
BP	GO:0006120	mitochondrial electron transport, NADH to ubiquinone	49	0.577547369223571	2.02269049335167	3.08987662805833e-05	0.00942163522265587	0.00888116543104257	4634	tags=43%, list=19%, signal=35%	MT-ND3/NDUFB1/MT-ND4/MT-ND5/MT-ND2/MT-ND1/MT-ND4L/DNAJC15/NDUFC2/NDUFA1/NDUFA3/NDUFB4/NDUFB8/NDUFB3/SNCA/NDUFA6/NDUFV2/NDUFS4/NDUFS5/NDUFV3/NDUFA7
MF	GO:0004252	serine-type endopeptidase activity	100	-0.487089664828953	-1.89446562647929	3.02558954169064e-05	0.00942163522265587	0.00888116543104257	4602	tags=38%, list=18%, signal=31%	TYSND1/MMP14/FURIN/TMPRSS2/PLAU/F12/PRTN3/PRSS51/PCSK4/MMP19/MMP11/PCSK7/PRSS8/PRSS36/PCSK9/LONP1/HTRA4/TMPRSS9/APEH/TMPRSS13/PRRG2/PRSS53/KLK7/RHBDL1/TMPRSS5/RHBDD3/CFD/PROC/HPN/MMP9/RHBDL2/KLK14/ST14/PRSS22/KLK8/TMPRSS6/ADAM8/KLK5
BP	GO:0006520	amino acid metabolic process	247	-0.384372802541071	-1.67127094908332	2.95707554273062e-05	0.00942163522265587	0.00888116543104257	6785	tags=35%, list=27%, signal=26%	EARS2/HARS2/YARS1/THAP4/PCCB/AZIN1/PRODH/ATCAY/PYCR2/NARS2/ALDH18A1/FAH/GPT2/P4HB/TPH2/SEPHS2/AMT/MTHFR/SHMT2/ENOPH1/KYAT1/BCKDK/ACCS/DALRD3/LARS2/MTAP/HMGCL/CARNS1/PIPOX/DLST/AARS2/PEPD/CRYM/NAGS/SERINC5/AGMAT/IVD/PLOD3/ARG2/FTCD/CAD/PFAS/GNMT/HNMT/GGT5/UROC1/SLC7A7/ECHS1/HPD/SIRT4/MARS2/GAD1/GLS2/ASL/BCAT2/GSTZ1/PYCR3/FPGS/VARS1/OCA2/PYCR1/NOS2/MPST/TAT/GCAT/PAH/GGT1/HOGA1/ILVBL/AASS/BCKDHA/BHMT/NAT8L/SARS2/SDS/MTHFD1/GCDH/IL4I1/DPEP1/MAT1A/ALDH4A1/CBS/IDO1/ACY1/HDC/HPDL/ASPG
MF	GO:0008236	serine-type peptidase activity	116	-0.463124551795046	-1.84612001266671	3.98242303714375e-05	0.0116448999549074	0.0109768931277218	4602	tags=35%, list=18%, signal=29%	TYSND1/MMP14/FURIN/TMPRSS2/DPP9/PLAU/F12/PRTN3/PRSS51/PCSK4/MMP19/MMP11/PCSK7/PRSS8/PRSS36/PCSK9/LONP1/HTRA4/TMPRSS9/APEH/TMPRSS13/PRRG2/PRSS53/KLK7/ACE/RHBDL1/TMPRSS5/RHBDD3/CFD/PROC/DPP7/HPN/MMP9/RHBDL2/KLK14/ST14/PRSS22/KLK8/TMPRSS6/ADAM8/KLK5
BP	GO:0050727	regulation of inflammatory response	286	-0.358165602276286	-1.58287843163808	4.35535583138132e-05	0.0122805479602698	0.011576077341303	4695	tags=28%, list=19%, signal=23%	C2CD4B/NLRX1/PTPN6/TRPV4/EXTL3/TTBK1/FURIN/BCR/CEBPA/CHRFAM7A/IL20RB/TNFRSF1B/AGTR1/HYAL2/F12/IRF3/DAGLA/PTGIS/BAP1/CD81/SPHK1/TLR2/GRN/SBNO2/TNFRSF11A/FEM1A/IL15/PTGES/CCR7/MVK/MIR590/TYRO3/ETS1/PPP1R13L/RHBDF2/PDE2A/PTGER3/PSMA6/CCN3/DUOXA2/APOE/PTGER4/APOA1/NCF1/BIRC3/TLR7/GGT1/RHBDD3/NLRP1/TLR3/WFDC1/SPN/SYK/AHSG/TRIM65/STING1/PROC/MMP9/BTK/ANXA1/MAPK13/NLRP2/HAMP/SYT11/NLRP12/ADAM8/IL22RA1/GATA3/NLRP7/GPX1/TNC/ZP3/IDO1/C1QTNF12/SOCS3/GSDMD/CALHM2/ACP5/TEK
BP	GO:0016053	organic acid biosynthetic process	267	-0.36737996621756	-1.60977478704632	4.6588337897777e-05	0.0126832733690672	0.0119557005058905	5675	tags=29%, list=23%, signal=23%	MTHFR/ACOT7/MCAT/SHMT2/HTD2/ENOPH1/MALRD1/MGLL/ACSM1/MECR/DECR2/GGT7/PLA2G3/MTAP/CARNS1/FABP5/ACOT8/NAGS/SERINC5/ACSF3/PLOD3/CAD/GAMT/PRKAG1/PTGIS/CD74/GGT5/LDHC/FADS3/FA2H/PTGES/GAD1/PTGES2/GLS2/SLC45A3/SLC27A5/KLHL25/ASL/BCAT2/FASN/HSD3B7/PYCR3/GATD1/ALDH1A2/PYCR1/CTHRC1/GGT6/PAH/ACSS1/GGT1/HOGA1/ILVBL/ALOXE3/NR1H2/FADS6/AASS/SYK/APOA5/EDN1/BHMT/AKR1C3/SDS/MIF/MTHFD1/FGFR4/CBS/AVP/ACOT4/CYP2C8/PNLIPRP2/IDO1/ALOX15B/LTC4S/RGN/PKLR/GSTM1/CBR1
BP	GO:0006123	mitochondrial electron transport, cytochrome c to oxygen	19	0.739762252414803	2.07879481657295	5.23011017383634e-05	0.0126875745860293	0.0119597549845974	4652	tags=47%, list=19%, signal=39%	MTCO2P12/MT-CO2/MT-CO3/MT-CO1/COX6C/COX7C/COX7B/COX7A2/COX5B
MF	GO:0008137	NADH dehydrogenase (ubiquinone) activity	41	0.596483222249693	2.04743676214823	4.99950110756951e-05	0.0126875745860293	0.0119597549845974	4634	tags=49%, list=19%, signal=40%	MT-ND3/NDUFB1/MT-ND4/MT-ND5/MT-ND2/MT-ND1/MT-ND4L/NDUFC2/NDUFA1/NDUFA3/NDUFB4/NDUFB8/NDUFB3/NDUFA12/NDUFA6/NDUFV2/NDUFS4/NDUFS5/NDUFV3/NDUFA7
CC	GO:0001725	stress fiber	80	-0.507710700138953	-1.90444076890415	5.30322940264682e-05	0.0126875745860293	0.0119597549845974	6149	tags=44%, list=25%, signal=33%	FLNB/SH2B2/PDLIM4/LDB3/PXN/SIPA1L3/LCP1/SYNPO2/LUZP1/MICALL2/MYH14/NEBL/GAS2L1/SEPTIN9/CORO1B/ASB2/SYNPO/CNN2/FHOD1/PDLIM3/TRIP6/FAM107A/GAS2L2/FSCN1/ABLIM3/PDLIM1/PPP1R12C/MST1R/MYH6/SPEF1/PDLIM2/XIRP2/ACTA1/MYL9/TEK
